pair_id,split,priority,chk_priority,chk_zone,chk_district,chk_state,chk_headcount,chk_entry_count,chk_hazard,chk_location,all_pass,summary_preview
SLM-000425,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: rescue emergencies and flooding plus 1 more, ZONE-5 Malda, West Bengal. 7 reports, 138 affected. Send water p"
SLM-000426,test,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE - ZONE-2 Mangaluru (Karnataka): road blockages and flooding plus 1 more, 20 affected across 5 reports. relief su"
SLM-000427,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-4 Kodagu, Karnataka -- road blockages and flooding plus 1 more. 6 reports, 47 affected. Deploy earthmover"
SLM-000428,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: flooding and medical emergencies plus 1 more, ZONE-4 Dhemaji, Assam. 7 reports, 64 affected. Deploy water pump"
SLM-000429,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-4 Balasore, Odisha -- flooding and road blockages plus 1 more. 5 reports, 25 affected. Send road clearanc"
SLM-000430,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and medical emergencies plus 1 more in ZONE-1 Mysuru, Karnataka; 57 affected, 8 reports. Deploy relie"
SLM-000431,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-5 Bharuch, Gujarat -- flooding. 5 reports, 57 affected. Send water pump and life jackets plus 1 more to r"
SLM-000432,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-5 Bhagalpur, Bihar -- rescue emergencies and flooding plus 1 more. 5 reports, 34 affected. fire and rescu"
SLM-000433,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: rescue emergencies and flooding plus 1 more, ZONE-5 Mumbai, Maharashtra. 5 reports, 66 affected. Deploy NDRF flo"
SLM-000434,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. road blockages and flooding plus 1 more in ZONE-5 Bhagalpur, Bihar; 146 affected, 7 reports. Deploy road clea"
SLM-000435,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-5 Kozhikode, Kerala -- flooding and road blockages. 5 reports, 46 affected. Send rescue boat and earthmov"
SLM-000436,validation,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-3 Surat, Gujarat -- flooding and rescue emergencies plus 1 more. 6 reports, 68 affected. Dispatch life ja"
SLM-000437,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-3 Mangaluru, Karnataka -- flooding and rescue emergencies. 5 reports, 30 affected. Deploy road clearance "
SLM-000438,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. rescue emergencies and flooding plus 1 more in ZONE-1 Guwahati, Assam; 40 affected, 6 reports. ambulance and N"
SLM-000439,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. road blockages and rescue emergencies plus 1 more in ZONE-4 Kozhikode, Kerala; 178 affected, 5 reports. Send "
SLM-000440,test,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-2 Puri (Odisha): road blockages and rescue emergencies plus 2 more, 53 affected across 6 reports. Dispatch"
SLM-000441,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-5 Kozhikode, Kerala -- flooding and medical emergencies plus 1 more. 7 reports, 147 affected. road clearanc"
SLM-000442,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-4 Mysuru, Karnataka -- rescue emergencies and medical emergencies plus 2 more. 5 reports, 164 affected. "
SLM-000443,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and rescue emergencies plus 2 more in ZONE-5 Guwahati, Assam; 149 affected, 6 reports. Send rescue boat"
SLM-000444,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-5 Balasore (Odisha): rescue emergencies and flooding, 131 affected across 5 reports. Dispatch drainage "
SLM-000445,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: rescue emergencies and flooding plus 1 more, ZONE-1 Howrah, West Bengal. 5 reports, 56 affected. Send water pump"
SLM-000446,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-1 Kendrapara (Odisha): flooding and road blockages, 113 affected across 6 reports. relief supplies and "
SLM-000447,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-1 Kolkata, West Bengal -- road blockages and rescue emergencies plus 1 more. 5 reports, 119 affected. Deplo"
SLM-000448,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-2 Kochi, Kerala -- rescue emergencies and flooding plus 1 more. 6 reports, 109 affected. Dispatch road clea"
SLM-000449,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-1 Coimbatore (Tamil Nadu): rescue emergencies and flooding plus 1 more, 127 affected across 5 reports. "
SLM-000450,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. medical emergencies and flooding plus 1 more in ZONE-2 Muzaffarpur, Bihar; 86 affected, 10 reports. Dispatch r"
SLM-000451,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-1 Gorakhpur (Uttar Pradesh): flooding and road blockages, 115 affected across 5 reports. water pump and re"
SLM-000452,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE: road blockages and flooding, ZONE-5 Kozhikode, Kerala. 5 reports, 21 affected. Deploy sandbags and traffic poli"
SLM-000453,validation,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-3 Kozhikode, Kerala -- flooding and rescue emergencies. 6 reports, 52 affected. Deploy NDRF rescue team a"
SLM-000454,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-1 Kochi (Kerala): flooding and medical emergencies plus 1 more, 124 affected across 6 reports. Deploy wate"
SLM-000455,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-3 Guwahati (Assam): flooding and road blockages, 104 affected across 6 reports. Send water pump and rescue"
SLM-000456,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. road blockages and flooding plus 2 more in ZONE-1 Howrah, West Bengal; 96 affected, 5 reports. Dispatch road cle"
SLM-000457,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and medical emergencies in ZONE-2 Alappuzha, Kerala; 127 affected, 6 reports. water pump and NDRF flood"
SLM-000458,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: flooding and road blockages plus 2 more, ZONE-2 Rajkot, Gujarat. 6 reports, 99 affected. Deploy life jackets and"
SLM-000459,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE: ZONE-3 Lucknow, Uttar Pradesh -- flooding and road blockages plus 1 more. 5 reports, 23 affected. Deploy water "
SLM-000460,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: road blockages and flooding, ZONE-3 Gaya, Bihar. 6 reports, 59 affected. Deploy rescue boat and traffic police"
SLM-000461,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: flooding and road blockages, ZONE-3 Mumbai, Maharashtra. 5 reports, 43 affected. NDRF flood rescue team and re"
SLM-000462,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: flooding and rescue emergencies plus 1 more, ZONE-3 Nashik, Maharashtra. 6 reports, 50 affected. NDRF rescue tea"
SLM-000463,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-4 Gaya (Bihar): rescue emergencies and flooding, 111 affected across 5 reports. Dispatch NDRF rescue team "
SLM-000464,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-1 Udupi, Karnataka -- road blockages and flooding plus 1 more. 6 reports, 42 affected. Send earthmover (J"
SLM-000465,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: flooding and road blockages plus 2 more, ZONE-1 Guwahati, Assam. 7 reports, 113 affected. relief supplies and"
SLM-000466,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. road blockages and medical emergencies plus 2 more in ZONE-5 Dhemaji, Assam; 123 affected, 7 reports. Dispatc"
SLM-000467,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: rescue emergencies and flooding plus 1 more, ZONE-5 Chennai, Tamil Nadu. 8 reports, 211 affected. NDRF rescue te"
SLM-000468,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-2 Darjeeling, West Bengal -- flooding and rescue emergencies plus 1 more. 5 reports, 34 affected. Deploy "
SLM-000469,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-3 Gaya, Bihar -- flooding and rescue emergencies. 5 reports, 102 affected. Dispatch road clearance team and"
SLM-000470,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-4 Howrah (West Bengal): medical emergencies and flooding plus 2 more, 191 affected across 7 reports. De"
SLM-000471,test,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and rescue emergencies in ZONE-1 Barpeta, Assam; 56 affected, 5 reports. Send rescue boat and NDRF resc"
SLM-000472,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-3 Lucknow (Uttar Pradesh): rescue emergencies and flooding plus 1 more, 201 affected across 6 reports. "
SLM-000473,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-3 Howrah, West Bengal -- flooding and medical emergencies plus 2 more. 8 reports, 185 affected. ambulance a"
SLM-000474,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE: ZONE-4 Howrah, West Bengal -- rescue emergencies and flooding plus 1 more. 7 reports, 14 affected. Send ambulan"
SLM-000475,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-3 Vadodara, Gujarat -- flooding and rescue emergencies plus 1 more. 5 reports, 158 affected. Dispatch rescu"
SLM-000476,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-4 Puri, Odisha -- medical emergencies and rescue emergencies plus 1 more. 5 reports, 73 affected. NDRF resc"
SLM-000477,test,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: flooding and rescue emergencies plus 2 more, ZONE-2 Varanasi, Uttar Pradesh. 8 reports, 89 affected. Deploy life"
SLM-000478,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and rescue emergencies plus 2 more in ZONE-4 Lucknow, Uttar Pradesh; 70 affected, 10 reports. Send wa"
SLM-000479,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-1 Gaya, Bihar -- flooding and rescue emergencies. 6 reports, 50 affected. Deploy fire and rescue unit and"
SLM-000480,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: flooding and rescue emergencies plus 2 more, ZONE-3 Gorakhpur, Uttar Pradesh. 5 reports, 49 affected. fire and"
SLM-000481,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: medical emergencies and flooding plus 1 more, ZONE-4 Murshidabad, West Bengal. 5 reports, 46 affected. Dispatc"
SLM-000482,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-1 Madurai, Tamil Nadu -- flooding and rescue emergencies. 6 reports, 65 affected. Dispatch drainage team "
SLM-000483,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and medical emergencies plus 1 more in ZONE-2 Kochi, Kerala; 43 affected, 7 reports. Dispatch life ja"
SLM-000484,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. rescue emergencies and flooding plus 1 more in ZONE-4 Coimbatore, Tamil Nadu; 168 affected, 8 reports. rescue ro"
SLM-000485,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-3 Dhemaji, Assam -- medical emergencies and flooding plus 1 more. 7 reports, 158 affected. Send medical fir"
SLM-000486,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-5 Bhagalpur (Bihar): flooding and rescue emergencies plus 1 more, 143 affected across 6 reports. Send life"
SLM-000487,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and medical emergencies in ZONE-4 Cuttack, Odisha; 55 affected, 7 reports. Send road clearance team a"
SLM-000488,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. road blockages and flooding plus 1 more in ZONE-3 Bhubaneswar, Odisha; 124 affected, 5 reports. Deploy tow tr"
SLM-000489,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE. rescue emergencies and medical emergencies plus 2 more in ZONE-2 Darjeeling, West Bengal; 29 affected, 9 report"
SLM-000490,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-2 Udupi (Karnataka): rescue emergencies and road blockages, 127 affected across 5 reports. Dispatch fire a"
SLM-000491,validation,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: flooding and road blockages plus 2 more, ZONE-5 Muzaffarpur, Bihar. 5 reports, 73 affected. Dispatch road cle"
SLM-000492,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and rescue emergencies in ZONE-4 Bhubaneswar, Odisha; 61 affected, 7 reports. water pump and rescue b"
SLM-000493,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: flooding and road blockages, ZONE-5 Coimbatore, Tamil Nadu. 5 reports, 32 affected. Dispatch life jackets and "
SLM-000494,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and road blockages plus 1 more in ZONE-2 Prayagraj, Uttar Pradesh; 74 affected, 5 reports. Send rescue "
SLM-000495,validation,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: flooding and rescue emergencies, ZONE-3 Darbhanga, Bihar. 6 reports, 154 affected. Deploy fire and rescue uni"
SLM-000496,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding in ZONE-2 Murshidabad, West Bengal; 44 affected, 5 reports. Dispatch NDRF flood rescue team and drainag"
SLM-000497,test,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: rescue emergencies and flooding plus 1 more, ZONE-2 Coimbatore, Tamil Nadu. 6 reports, 155 affected. Deploy resc"
SLM-000498,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and road blockages in ZONE-5 Tiruppur, Tamil Nadu; 46 affected, 5 reports. Deploy sandbags and water "
SLM-000499,test,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. rescue emergencies and medical emergencies plus 1 more in ZONE-3 Malda, West Bengal; 56 affected, 5 reports. res"
SLM-000500,test,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-4 Ahmedabad (Gujarat): rescue emergencies and flooding plus 1 more, 168 affected across 7 reports. Disp"
SLM-000501,test,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. flooding in ZONE-4 Darjeeling, West Bengal; 194 affected, 5 reports. sandbags and life jackets plus 1 more to"
SLM-000502,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-5 Thrissur, Kerala -- road blockages and flooding plus 1 more. 5 reports, 193 affected. road clearance t"
SLM-000503,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE. flooding and rescue emergencies in ZONE-4 Kottayam, Kerala; 22 affected, 5 reports. relief supplies and rescue "
SLM-000504,validation,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-2 Puri, Odisha -- medical emergencies and flooding plus 1 more. 5 reports, 27 affected. Deploy emergency "
SLM-000505,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-2 Nagpur, Maharashtra -- road blockages and medical emergencies plus 2 more. 5 reports, 111 affected. Se"
SLM-000506,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: flooding and rescue emergencies plus 1 more, ZONE-5 Jorhat, Assam. 5 reports, 90 affected. Deploy NDRF rescue te"
SLM-000507,validation,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-5 Patna (Bihar): rescue emergencies and road blockages plus 1 more, 97 affected across 5 reports. Send "
SLM-000508,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-2 Vadodara, Gujarat -- flooding and road blockages plus 1 more. 6 reports, 143 affected. Deploy fire and re"
SLM-000509,validation,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-2 Surat, Gujarat -- flooding and road blockages plus 1 more. 7 reports, 186 affected. Send water pump an"
SLM-000510,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-4 Varanasi, Uttar Pradesh -- flooding. 5 reports, 163 affected. Send life jackets and rescue boat plus 1"
SLM-000511,test,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-2 Surat, Gujarat -- road blockages and flooding plus 1 more. 5 reports, 168 affected. Send water pump an"
SLM-000512,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED - ZONE-5 Ahmedabad (Gujarat): rescue emergencies and flooding plus 1 more, 47 affected across 5 reports. water "
SLM-000513,validation,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-4 Dhemaji, Assam -- rescue emergencies and flooding. 5 reports, 46 affected. life jackets and NDRF rescue"
SLM-000514,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: flooding and rescue emergencies, ZONE-1 Guwahati, Assam. 6 reports, 101 affected. fire and rescue unit and ambul"
SLM-000515,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-5 Kanpur, Uttar Pradesh -- rescue emergencies and flooding plus 2 more. 6 reports, 177 affected. Deploy "
SLM-000516,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-2 Puri (Odisha): flooding and rescue emergencies plus 1 more, 177 affected across 5 reports. Dispatch a"
SLM-000517,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-5 Bengaluru, Karnataka -- flooding. 5 reports, 41 affected. Deploy water pump and NDRF flood rescue team "
SLM-000518,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and rescue emergencies plus 1 more in ZONE-5 Kochi, Kerala; 248 affected, 12 reports. Dispatch NDRF res"
SLM-000519,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-4 Ahmedabad (Gujarat): medical emergencies and rescue emergencies plus 2 more, 150 affected across 8 re"
SLM-000520,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. flooding and road blockages plus 1 more in ZONE-5 Kanpur, Uttar Pradesh; 78 affected, 5 reports. Dispatch rel"
SLM-000521,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. rescue emergencies and medical emergencies plus 1 more in ZONE-2 Guwahati, Assam; 133 affected, 5 reports. Send "
SLM-000522,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-5 Jorhat (Assam): flooding and medical emergencies plus 1 more, 53 affected across 6 reports. drainage "
SLM-000523,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-5 Murshidabad, West Bengal -- medical emergencies and flooding. 6 reports, 195 affected. Deploy life jac"
SLM-000524,validation,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE. flooding and rescue emergencies plus 1 more in ZONE-1 Nagpur, Maharashtra; 20 affected, 7 reports. NDRF flood r"
SLM-000525,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-1 Jorhat, Assam -- flooding and rescue emergencies plus 1 more. 7 reports, 72 affected. Deploy rescue rop"
SLM-000526,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and rescue emergencies plus 1 more in ZONE-5 Vadodara, Gujarat; 53 affected, 6 reports. Deploy rescue"
SLM-000527,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-2 Coimbatore, Tamil Nadu -- rescue emergencies and road blockages plus 2 more. 9 reports, 71 affected. Se"
SLM-000528,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. rescue emergencies and flooding plus 1 more in ZONE-4 Tiruppur, Tamil Nadu; 155 affected, 7 reports. Send road c"
SLM-000529,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-3 Jorhat, Assam -- flooding and rescue emergencies plus 2 more. 8 reports, 86 affected. Send drainage tea"
SLM-000530,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-4 Muzaffarpur (Bihar): rescue emergencies and road blockages, 91 affected across 5 reports. tow truck and "
SLM-000531,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-4 Rajkot, Gujarat -- flooding and medical emergencies plus 2 more. 5 reports, 39 affected. Send sandbags "
SLM-000532,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-4 Kolkata, West Bengal -- medical emergencies and flooding plus 1 more. 6 reports, 41 affected. ambulance"
SLM-000533,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and rescue emergencies in ZONE-2 Murshidabad, West Bengal; 98 affected, 6 reports. Deploy NDRF flood re"
SLM-000534,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-5 Coimbatore, Tamil Nadu -- flooding and rescue emergencies plus 1 more. 6 reports, 57 affected. Send san"
SLM-000535,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-3 Muzaffarpur, Bihar -- flooding and rescue emergencies. 7 reports, 62 affected. Dispatch road clearance "
SLM-000536,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: flooding and medical emergencies plus 1 more, ZONE-3 Malda, West Bengal. 6 reports, 131 affected. Send rescue"
SLM-000537,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and rescue emergencies in ZONE-5 Barpeta, Assam; 67 affected, 6 reports. Deploy ambulance and relief su"
SLM-000538,validation,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: rescue emergencies and flooding plus 1 more, ZONE-3 Udupi, Karnataka. 6 reports, 55 affected. Dispatch life ja"
SLM-000539,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: flooding and road blockages plus 1 more, ZONE-1 Thrissur, Kerala. 6 reports, 45 affected. Deploy drainage team"
SLM-000540,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: road blockages and flooding, ZONE-1 Bhagalpur, Bihar. 5 reports, 32 affected. water pump and rescue boat plus "
SLM-000541,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: rescue emergencies and flooding plus 1 more, ZONE-4 Malda, West Bengal. 6 reports, 44 affected. Deploy road cl"
SLM-000542,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-5 Prayagraj (Uttar Pradesh): flooding and rescue emergencies, 127 affected across 5 reports. Deploy relief"
SLM-000543,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-3 Lucknow (Uttar Pradesh): road blockages and flooding plus 1 more, 70 affected across 5 reports. relief s"
SLM-000544,validation,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE: ZONE-5 Kodagu, Karnataka -- flooding and rescue emergencies plus 1 more. 5 reports, 271 affected. Deploy life"
SLM-000545,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED. flooding and medical emergencies in ZONE-5 Mangaluru, Karnataka; 41 affected, 5 reports. Send water pump and r"
SLM-000546,test,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: flooding and road blockages, ZONE-1 Murshidabad, West Bengal. 6 reports, 52 affected. Send water pump and drai"
SLM-000547,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. flooding and rescue emergencies in ZONE-4 Dhemaji, Assam; 103 affected, 5 reports. Send sandbags and relief s"
SLM-000548,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE: ZONE-2 Howrah, West Bengal -- flooding and rescue emergencies. 5 reports, 22 affected. Deploy road clearance te"
SLM-000549,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE. flooding and rescue emergencies in ZONE-5 Thanjavur, Tamil Nadu; 136 affected, 6 reports. Send drainage team "
SLM-000550,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE: flooding, ZONE-5 Kendrapara, Odisha. 5 reports, 15 affected. Deploy NDRF flood rescue team and water pump plus "
SLM-000551,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED - ZONE-3 Nashik (Maharashtra): rescue emergencies and flooding plus 1 more, 51 affected across 5 reports. Dispa"
SLM-000552,train,IMMEDIATE,True,True,True,True,True,True,True,True,True,"IMMEDIATE - ZONE-2 Coimbatore (Tamil Nadu): flooding and rescue emergencies, 230 affected across 6 reports. Dispatch wat"
SLM-000553,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-3 Kottayam (Kerala): flooding and road blockages plus 1 more, 32 affected across 5 reports. Dispatch drain"
SLM-000554,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED - ZONE-3 Nagpur (Maharashtra): medical emergencies and flooding plus 1 more, 58 affected across 7 reports. Depl"
SLM-000555,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT. flooding and rescue emergencies in ZONE-3 Gorakhpur, Uttar Pradesh; 74 affected, 5 reports. NDRF flood rescue te"
SLM-000556,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: rescue emergencies and flooding plus 1 more, ZONE-4 Guwahati, Assam. 8 reports, 142 affected. Dispatch water pum"
SLM-000557,validation,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: flooding and medical emergencies plus 1 more, ZONE-5 Kolkata, West Bengal. 7 reports, 62 affected. Dispatch dr"
SLM-000558,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-2 Gaya, Bihar -- road blockages and flooding plus 1 more. 7 reports, 54 affected. Dispatch traffic police"
SLM-000559,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: ZONE-2 Kochi, Kerala -- medical emergencies and rescue emergencies plus 1 more. 8 reports, 156 affected. Deploy "
SLM-000560,test,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-4 Balasore (Odisha): flooding and rescue emergencies plus 2 more, 194 affected across 9 reports. life jack"
SLM-000561,validation,URGENT,True,True,True,True,True,True,True,True,True,"URGENT - ZONE-3 Kochi (Kerala): flooding and road blockages plus 1 more, 139 affected across 6 reports. Send tow truck a"
SLM-000562,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-1 Surat, Gujarat -- rescue emergencies and flooding. 6 reports, 38 affected. Deploy rescue rope and ladde"
SLM-000563,train,ROUTINE,True,True,True,True,True,True,True,True,True,"ROUTINE: flooding and rescue emergencies, ZONE-3 Thanjavur, Tamil Nadu. 6 reports, 24 affected. Dispatch water pump and "
SLM-000564,train,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED: ZONE-2 Thanjavur, Tamil Nadu -- flooding and road blockages plus 1 more. 6 reports, 48 affected. Deploy draina"
SLM-000565,train,URGENT,True,True,True,True,True,True,True,True,True,"URGENT: flooding and rescue emergencies plus 1 more, ZONE-3 Mysuru, Karnataka. 8 reports, 187 affected. Send water pump "
SLM-000566,validation,ELEVATED,True,True,True,True,True,True,True,True,True,"ELEVATED - ZONE-5 Muzaffarpur (Bihar): flooding and rescue emergencies, 31 affected across 5 reports. Deploy relief supp"
