event_id,flood_event_date,timestamp,state,district,flood_severity,duration_hours,flood_history_count,population_affected,road_closures,bridge_closures,cause
FLOOD001843,16-03-2025,16-03-2025 15:00,Assam,Guwahati,Severe,2.2,4,3867.0,1,0.0,Heavy Rainfall
FLOOD001844,06-11-2025,06-11-2025 12:00,Odisha,Balasore,Severe,4.6,4,1721.0,1,2.0,River Overflow
FLOOD001845,04-02-2026,04-02-2026 03:00,Uttar Pradesh,Lucknow,Moderate,5.3,6,1527.0,0,0.0,Heavy Rainfall
FLOOD001846,19-02-2026,19-02-2026 23:00,Tamil Nadu,Tiruppur,Moderate,4.3,4,1131.0,4,1.0,River Overflow
FLOOD001847,05-04-2025,05-04-2025 14:00,Bihar,Gaya,Severe,4.6,4,3130.0,2,0.0,River Overflow
FLOOD001848,11-02-2026,11-02-2026 22:00,Karnataka,Udupi,Severe,7.1,4,2078.0,1,0.0,Heavy Rainfall
FLOOD001849,04-05-2025,04-05-2025 03:00,Tamil Nadu,Madurai,Moderate,7.6,7,2673.0,2,0.0,River Overflow
FLOOD001850,24-05-2025,24-05-2025 11:00,Tamil Nadu,Madurai,Moderate,2.3,2,1492.0,0,0.0,Heavy Rainfall
FLOOD001851,19-11-2025,19-11-2025 07:00,Karnataka,Mangaluru,Severe,2.8,3,3214.0,2,1.0,River Overflow
FLOOD001852,04-02-2025,04-02-2025 17:00,West Bengal,Murshidabad,Moderate,4.5,2,2415.0,0,0.0,Heavy Rainfall
FLOOD001853,28-09-2025,28-09-2025 18:00,Assam,Dibrugarh,Severe,2.0,1,1989.0,1,0.0,Heavy Rainfall
FLOOD001854,05-05-2025,05-05-2025 15:00,Karnataka,Mangaluru,Severe,2.2,1,2599.0,0,0.0,Heavy Rainfall
FLOOD001855,21-11-2025,21-11-2025 16:00,West Bengal,Malda,Severe,2.9,3,2304.0,0,0.0,River Overflow
FLOOD001856,31-03-2025,31-03-2025 14:00,Maharashtra,Nashik,Severe,6.0,7,1577.0,2,0.0,Heavy Rainfall
FLOOD001857,17-06-2025,17-06-2025 14:00,Assam,Dhemaji,Severe,2.0,4,1883.0,2,0.0,River Overflow
FLOOD001858,14-11-2025,14-11-2025 06:00,Odisha,Cuttack,Severe,2.4,4,2136.0,1,0.0,Cyclonic Rain
FLOOD001859,13-09-2025,13-09-2025 03:00,Assam,Guwahati,Moderate,2.7,3,1449.0,2,1.0,River Overflow
FLOOD001860,20-05-2025,20-05-2025 02:00,Assam,Dhemaji,Severe,4.0,3,4466.0,4,0.0,Urban Waterlogging
FLOOD001861,30-06-2025,30-06-2025 23:00,Odisha,Kendrapara,Severe,4.2,3,2945.0,1,2.5,Heavy Rainfall
FLOOD001862,05-07-2025,05-07-2025 23:00,Assam,Dibrugarh,Severe,5.3,4,1894.0,0,0.0,River Overflow
FLOOD001863,09-04-2025,09-04-2025 23:00,Uttar Pradesh,Lucknow,Severe,2.7,2,789.0,1,1.0,River Overflow
FLOOD001864,12-01-2026,12-01-2026 19:00,Gujarat,Surat,Severe,2.0,2,3676.0,2,0.0,Cyclonic Rain
FLOOD001865,21-08-2025,21-08-2025 02:00,Bihar,Bhagalpur,Severe,2.0,3,1866.0,0,0.0,River Overflow
FLOOD001866,25-12-2025,25-12-2025 06:00,Tamil Nadu,Madurai,Severe,8.2,5,2423.0,0,1.0,Heavy Rainfall
FLOOD001867,21-12-2025,21-12-2025 07:00,Odisha,Puri,Moderate,4.0,4,2016.0,2,1.0,Heavy Rainfall
FLOOD001868,05-01-2026,05-01-2026 23:00,Odisha,Kendrapara,Severe,2.7,2,2926.0,2,2.0,River Overflow
FLOOD001869,20-03-2025,20-03-2025 14:00,Karnataka,Mangaluru,Severe,3.5,3,2269.0,0,0.0,River Overflow
FLOOD001870,19-02-2025,19-02-2025 21:00,Kerala,Kozhikode,Severe,4.9,5,2497.0,0,0.0,Cyclonic Rain
FLOOD001871,25-09-2025,25-09-2025 18:00,Uttar Pradesh,Lucknow,Moderate,6.7,7,1378.0,2,0.0,Heavy Rainfall
FLOOD001872,07-01-2026,07-01-2026 06:00,Odisha,Kendrapara,Severe,3.0,3,2345.0,1,0.0,Heavy Rainfall
FLOOD001873,03-05-2025,03-05-2025 07:00,Bihar,Darbhanga,Severe,3.0,2,3190.0,1,2.0,Urban Waterlogging
FLOOD001874,22-09-2025,22-09-2025 05:00,West Bengal,Darjeeling,Moderate,5.2,4,1847.0,1,0.0,Heavy Rainfall
FLOOD001875,01-03-2025,01-03-2025 13:00,Karnataka,Udupi,Severe,10.1,6,2771.0,2,2.0,River Overflow
FLOOD001876,20-09-2025,20-09-2025 18:00,Gujarat,Bharuch,Severe,2.0,3,2258.0,1,0.0,Heavy Rainfall
FLOOD001877,02-06-2025,02-06-2025 01:00,Assam,Dhemaji,Severe,7.6,7,2966.0,4,0.0,River Overflow
FLOOD001878,22-03-2025,22-03-2025 17:00,Maharashtra,Nagpur,Severe,7.9,8,4334.0,0,2.0,Heavy Rainfall
FLOOD001879,04-08-2025,04-08-2025 11:00,Odisha,Kendrapara,Moderate,4.4,3,1918.0,0,0.0,Cyclonic Rain
FLOOD001880,20-11-2025,20-11-2025 11:00,Tamil Nadu,Coimbatore,Severe,5.1,3,2876.0,1,0.0,Urban Waterlogging
FLOOD001881,24-09-2025,24-09-2025 08:00,Karnataka,Mysuru,Severe,4.4,2,2794.0,2,2.0,Heavy Rainfall
FLOOD001882,18-02-2025,18-02-2025 01:00,Karnataka,Mangaluru,Severe,2.0,2,3214.0,0,0.0,Cyclonic Rain
FLOOD001883,18-09-2025,18-09-2025 09:00,Bihar,Muzaffarpur,Severe,2.0,1,1746.0,2,1.0,Heavy Rainfall
FLOOD001884,21-10-2025,21-10-2025 04:00,West Bengal,Howrah,Severe,2.7,4,1137.0,2,0.0,River Overflow
FLOOD001885,26-06-2025,26-06-2025 04:00,West Bengal,Malda,Severe,2.0,0,2417.0,1,0.0,Heavy Rainfall
FLOOD001886,27-07-2025,27-07-2025 06:00,Odisha,Balasore,Severe,4.2,3,4557.0,1,2.0,River Overflow
FLOOD001887,24-09-2025,24-09-2025 16:00,Odisha,Kendrapara,Severe,3.7,4,1728.0,1,1.0,Heavy Rainfall
FLOOD001888,01-06-2025,01-06-2025 15:00,Kerala,Kottayam,Moderate,2.0,0,1301.0,0,1.0,Heavy Rainfall
FLOOD001889,15-06-2025,15-06-2025 11:00,Bihar,Patna,Severe,8.8,6,2900.0,3,2.0,Heavy Rainfall
FLOOD001890,04-02-2026,04-02-2026 17:00,Kerala,Alappuzha,Severe,2.0,2,3323.0,3,1.0,Heavy Rainfall
FLOOD001891,21-05-2025,21-05-2025 15:00,Karnataka,Mysuru,Moderate,3.3,3,585.0,4,1.0,River Overflow
FLOOD001892,14-04-2025,14-04-2025 14:00,Kerala,Alappuzha,Moderate,2.0,2,2089.0,1,1.0,River Overflow
FLOOD001893,17-10-2025,17-10-2025 17:00,Kerala,Kottayam,Severe,7.9,6,2698.0,3,0.0,Heavy Rainfall
FLOOD001894,26-01-2025,26-01-2025 05:00,Uttar Pradesh,Kanpur,Severe,2.0,2,1943.0,0,1.0,River Overflow
FLOOD001895,07-11-2025,07-11-2025 03:00,Odisha,Puri,Moderate,4.7,3,2473.0,1,1.0,Heavy Rainfall
FLOOD001896,04-09-2025,04-09-2025 23:00,Bihar,Muzaffarpur,Moderate,2.8,2,1949.0,2,0.0,River Overflow
FLOOD001897,13-04-2025,13-04-2025 05:00,Karnataka,Bengaluru,Moderate,10.9,7,2653.0,2,0.0,River Overflow
FLOOD001898,31-05-2025,31-05-2025 08:00,Gujarat,Rajkot,Moderate,3.8,5,1858.0,0,1.0,Heavy Rainfall
FLOOD001899,03-03-2025,03-03-2025 19:00,Kerala,Kozhikode,Moderate,3.1,4,1038.0,2,1.0,Urban Waterlogging
FLOOD001900,08-07-2025,08-07-2025 06:00,Odisha,Bhubaneswar,Severe,5.6,4,2549.0,1,0.0,River Overflow
FLOOD001901,07-05-2025,07-05-2025 13:00,Gujarat,Ahmedabad,Severe,3.1,4,3770.0,1,1.0,River Overflow
FLOOD001902,25-01-2026,25-01-2026 15:00,Karnataka,Mysuru,Moderate,2.0,1,2326.0,0,0.0,Urban Waterlogging
FLOOD001903,17-11-2025,17-11-2025 11:00,Uttar Pradesh,Gorakhpur,Severe,4.9,3,3292.0,3,1.0,River Overflow
FLOOD001904,21-06-2025,21-06-2025 11:00,Tamil Nadu,Chennai,Moderate,8.1,6,1450.0,0,1.0,River Overflow
FLOOD001905,01-03-2025,01-03-2025 10:00,Kerala,Thrissur,Severe,3.6,3,1679.0,0,1.0,River Overflow
FLOOD001906,21-01-2025,21-01-2025 16:00,Odisha,Cuttack,Moderate,5.4,4,2524.0,0,0.0,Cyclonic Rain
FLOOD001907,20-05-2025,20-05-2025 16:00,Uttar Pradesh,Prayagraj,Severe,2.0,2,2803.0,3,0.0,Cyclonic Rain
FLOOD001908,02-01-2026,02-01-2026 09:00,Odisha,Balasore,Severe,2.0,2,1867.0,1,1.0,Cyclonic Rain
FLOOD001909,01-02-2025,01-02-2025 14:00,Uttar Pradesh,Kanpur,Severe,2.4,3,1329.0,1,1.0,River Overflow
FLOOD001910,04-02-2025,04-02-2025 21:00,Odisha,Puri,Moderate,2.7,3,2003.0,0,0.0,River Overflow
FLOOD001911,30-06-2025,30-06-2025 06:00,Odisha,Balasore,Severe,7.4,5,1630.0,1,1.0,Heavy Rainfall
FLOOD001912,30-03-2025,30-03-2025 15:00,Kerala,Thrissur,Moderate,11.5,7,1690.0,0,0.0,Cyclonic Rain
FLOOD001913,12-02-2025,12-02-2025 14:00,Maharashtra,Nashik,Severe,2.6,3,2431.0,2,0.0,Heavy Rainfall
FLOOD001914,01-01-2026,01-01-2026 01:00,West Bengal,Kolkata,Severe,3.2,5,1448.0,2,2.5,Heavy Rainfall
FLOOD001915,22-08-2025,22-08-2025 21:00,Gujarat,Vadodara,Severe,9.1,6,2153.0,2,1.0,Cyclonic Rain
FLOOD001916,21-08-2025,21-08-2025 12:00,Kerala,Thrissur,Severe,5.8,5,2402.0,2,0.0,Heavy Rainfall
FLOOD001917,14-02-2025,14-02-2025 01:00,West Bengal,Murshidabad,Severe,2.0,0,2987.0,2,1.0,Urban Waterlogging
FLOOD001918,02-02-2026,02-02-2026 13:00,Bihar,Patna,Severe,3.0,3,2140.0,1,0.0,Heavy Rainfall
FLOOD001919,13-10-2025,13-10-2025 15:00,West Bengal,Darjeeling,Severe,3.1,3,1471.0,1,1.0,River Overflow
FLOOD001920,03-11-2025,03-11-2025 04:00,Uttar Pradesh,Kanpur,Severe,5.6,5,4592.375,1,2.0,River Overflow
FLOOD001921,12-01-2026,12-01-2026 20:00,West Bengal,Darjeeling,Severe,8.8,8,2299.0,1,0.0,Urban Waterlogging
FLOOD001922,30-03-2025,30-03-2025 16:00,Maharashtra,Nashik,Severe,3.5,4,2457.0,1,0.0,Heavy Rainfall
FLOOD001923,26-04-2025,26-04-2025 06:00,Karnataka,Udupi,Severe,4.4,2,2252.0,2,0.0,Cyclonic Rain
FLOOD001924,29-03-2025,29-03-2025 20:00,Maharashtra,Nashik,Severe,6.8,5,2911.0,1,1.0,Urban Waterlogging
FLOOD001925,31-05-2025,31-05-2025 16:00,Kerala,Kozhikode,Moderate,2.0,2,1280.0,0,0.0,Heavy Rainfall
FLOOD001926,06-03-2025,06-03-2025 08:00,Maharashtra,Nashik,Severe,7.7,6,4215.0,1,1.0,Heavy Rainfall
FLOOD001927,16-10-2025,16-10-2025 01:00,Uttar Pradesh,Kanpur,Severe,3.1,2,1588.0,5,0.0,River Overflow
FLOOD001928,13-03-2025,13-03-2025 14:00,Gujarat,Ahmedabad,Severe,2.0,2,4226.0,4,1.0,Cyclonic Rain
FLOOD001929,06-11-2025,06-11-2025 18:00,Karnataka,Mysuru,Severe,2.0,3,2480.0,0,0.0,Heavy Rainfall
FLOOD001930,03-11-2025,03-11-2025 20:00,Odisha,Puri,Moderate,4.3,3,493.0,0,1.0,River Overflow
FLOOD001931,17-09-2025,17-09-2025 18:00,Karnataka,Bengaluru,Moderate,2.0,1,2583.0,0,0.0,Cyclonic Rain
FLOOD001932,31-01-2025,31-01-2025 04:00,Tamil Nadu,Coimbatore,Moderate,2.3,3,1081.0,0,2.0,Urban Waterlogging
FLOOD001933,06-10-2025,06-10-2025 00:00,Tamil Nadu,Coimbatore,Severe,8.4,5,3398.0,3,0.0,River Overflow
FLOOD001934,01-12-2025,01-12-2025 12:00,Karnataka,Bengaluru,Moderate,8.1,6,0.0,1,1.0,Urban Waterlogging
FLOOD001935,17-08-2025,17-08-2025 19:00,Tamil Nadu,Coimbatore,Severe,2.0,3,2838.0,0,0.0,Urban Waterlogging
FLOOD001936,16-02-2025,16-02-2025 23:00,Karnataka,Bengaluru,Severe,6.7,5,2267.0,3,0.0,Cyclonic Rain
FLOOD001937,04-05-2025,04-05-2025 04:00,Maharashtra,Kolhapur,Moderate,2.0,2,2021.0,0,1.0,River Overflow
FLOOD001938,03-08-2025,03-08-2025 19:00,West Bengal,Darjeeling,Severe,2.0,3,1933.0,1,0.0,River Overflow
FLOOD001939,20-07-2025,20-07-2025 16:00,Karnataka,Bengaluru,Severe,6.7,3,1443.0,0,1.0,River Overflow
FLOOD001940,16-09-2025,16-09-2025 09:00,Maharashtra,Nagpur,Severe,2.0,2,1736.0,3,1.0,Heavy Rainfall
FLOOD001941,17-09-2025,17-09-2025 07:00,Maharashtra,Nashik,Moderate,7.1,6,880.0,1,1.0,River Overflow
FLOOD001942,28-12-2025,28-12-2025 21:00,Gujarat,Rajkot,Severe,2.1,3,1153.0,0,2.0,River Overflow
FLOOD001943,24-10-2025,24-10-2025 09:00,Kerala,Kochi,Minor,3.0,3,1250.0,0,0.0,River Overflow
FLOOD001944,08-08-2025,08-08-2025 18:00,West Bengal,Kolkata,Severe,3.2,2,1573.0,0,0.0,River Overflow
FLOOD001945,22-12-2025,22-12-2025 15:00,Kerala,Kottayam,Severe,4.4,4,2842.0,1,0.0,Cyclonic Rain
FLOOD001946,07-05-2025,07-05-2025 19:00,Assam,Barpeta,Severe,7.6,5,1647.0,1,0.0,Urban Waterlogging
FLOOD001947,15-10-2025,15-10-2025 23:00,Uttar Pradesh,Lucknow,Severe,4.7,1,3221.0,3,1.0,River Overflow
FLOOD001948,07-01-2025,07-01-2025 05:00,Uttar Pradesh,Prayagraj,Severe,9.7,7,2387.0,1,2.0,Heavy Rainfall
FLOOD001949,12-11-2025,12-11-2025 13:00,Bihar,Patna,Severe,2.2,2,4027.0,4,1.0,Heavy Rainfall
FLOOD001950,25-06-2025,25-06-2025 05:00,Odisha,Bhubaneswar,Severe,7.7,7,2924.0,2,1.0,River Overflow
FLOOD001951,17-08-2025,17-08-2025 20:00,Gujarat,Rajkot,Moderate,2.6,2,2659.0,1,1.0,Heavy Rainfall
FLOOD001952,23-04-2025,23-04-2025 01:00,Karnataka,Kodagu,Severe,4.8,5,2778.0,1,1.0,Cyclonic Rain
FLOOD001953,25-06-2025,25-06-2025 20:00,Gujarat,Surat,Severe,6.6,6,2376.0,0,0.0,River Overflow
FLOOD001954,15-01-2026,15-01-2026 05:00,Maharashtra,Mumbai,Severe,4.7,3,2250.0,3,1.0,River Overflow
FLOOD001955,05-02-2025,05-02-2025 01:00,Uttar Pradesh,Prayagraj,Severe,5.1,4,1914.0,1,2.0,Heavy Rainfall
FLOOD001956,06-12-2025,06-12-2025 00:00,Bihar,Bhagalpur,Severe,7.2,4,4592.375,5,2.0,Urban Waterlogging
FLOOD001957,26-09-2025,26-09-2025 05:00,Kerala,Kochi,Severe,6.2,4,2924.0,1,0.0,Heavy Rainfall
FLOOD001958,09-02-2026,09-02-2026 03:00,Kerala,Thrissur,Severe,6.5,6,3044.0,0,0.0,River Overflow
FLOOD001959,16-09-2025,16-09-2025 07:00,Odisha,Kendrapara,Severe,7.9,8,3068.0,2,2.0,Urban Waterlogging
FLOOD001960,27-04-2025,27-04-2025 10:00,Gujarat,Bharuch,Moderate,11.2,8,1047.0,0,0.0,Urban Waterlogging
FLOOD001961,14-11-2025,14-11-2025 17:00,Tamil Nadu,Thanjavur,Severe,3.4,3,2489.0,0,0.0,River Overflow
FLOOD001962,20-12-2025,20-12-2025 02:00,Gujarat,Surat,Severe,5.5,4,1701.0,0,2.0,Heavy Rainfall
FLOOD001963,25-11-2025,25-11-2025 17:00,Gujarat,Surat,Severe,3.2,3,1080.0,2,1.0,Urban Waterlogging
FLOOD001964,03-10-2025,03-10-2025 07:00,Odisha,Bhubaneswar,Moderate,5.6,5,695.0,3,0.0,Heavy Rainfall
FLOOD001965,19-01-2026,19-01-2026 02:00,West Bengal,Howrah,Severe,9.1,8,2007.0,1,0.0,Heavy Rainfall
FLOOD001966,10-12-2025,10-12-2025 15:00,Tamil Nadu,Thanjavur,Severe,6.5,7,3187.0,4,1.0,Heavy Rainfall
FLOOD001967,28-02-2025,28-02-2025 00:00,Gujarat,Bharuch,Severe,4.1,4,2805.0,1,0.0,Heavy Rainfall
FLOOD001968,22-03-2025,22-03-2025 01:00,Kerala,Kochi,Moderate,2.9,3,514.0,1,0.0,River Overflow
FLOOD001969,20-10-2025,20-10-2025 10:00,Karnataka,Mysuru,Severe,5.3,5,2919.0,2,1.0,Heavy Rainfall
FLOOD001970,31-05-2025,31-05-2025 21:00,Bihar,Bhagalpur,Moderate,2.0,2,1049.0,1,1.0,Heavy Rainfall
FLOOD001971,22-07-2025,22-07-2025 00:00,Bihar,Darbhanga,Severe,4.3,4,2861.0,2,1.0,Cyclonic Rain
FLOOD001972,06-04-2025,06-04-2025 11:00,Assam,Barpeta,Severe,8.4,8,1550.0,2,0.0,Cyclonic Rain
FLOOD001973,30-03-2025,30-03-2025 21:00,Uttar Pradesh,Kanpur,Severe,5.4,5,1728.0,1,0.0,Heavy Rainfall
FLOOD001974,23-01-2025,23-01-2025 22:00,West Bengal,Murshidabad,Severe,2.0,3,1036.0,1,0.0,Heavy Rainfall
FLOOD001975,14-03-2025,14-03-2025 12:00,Kerala,Kochi,Severe,6.2,6,4592.375,5,1.0,River Overflow
FLOOD001976,09-08-2025,09-08-2025 09:00,West Bengal,Murshidabad,Severe,2.0,3,1598.0,0,0.0,River Overflow
FLOOD001977,17-03-2025,17-03-2025 17:00,West Bengal,Darjeeling,Severe,6.0,5,1993.0,0,0.0,River Overflow
FLOOD001978,15-07-2025,15-07-2025 18:00,Assam,Dhemaji,Moderate,7.0,6,2514.0,0,0.0,Heavy Rainfall
FLOOD001979,04-08-2025,04-08-2025 21:00,Maharashtra,Pune,Severe,3.9,3,2857.0,0,0.0,Cyclonic Rain
FLOOD001980,06-05-2025,06-05-2025 18:00,Bihar,Muzaffarpur,Severe,7.0,4,1744.0,0,1.0,River Overflow
FLOOD001981,01-01-2025,01-01-2025 17:00,Bihar,Bhagalpur,Severe,2.0,1,1363.0,0,0.0,Heavy Rainfall
FLOOD001982,15-03-2025,15-03-2025 18:00,Bihar,Gaya,Severe,2.0,3,2811.0,2,0.0,River Overflow
FLOOD001983,20-03-2025,20-03-2025 16:00,Gujarat,Surat,Severe,2.0,2,2129.0,3,1.0,Urban Waterlogging
FLOOD001984,31-03-2025,31-03-2025 16:00,Maharashtra,Pune,Severe,10.2,6,1539.0,1,0.0,Urban Waterlogging
FLOOD001985,10-03-2025,10-03-2025 10:00,Bihar,Darbhanga,Severe,3.7,4,3604.0,1,0.0,Cyclonic Rain
FLOOD001986,23-11-2025,23-11-2025 22:00,Bihar,Bhagalpur,Severe,7.8,5,1304.0,1,0.0,Heavy Rainfall
FLOOD001987,24-06-2025,24-06-2025 17:00,Kerala,Kozhikode,Severe,4.4,4,2789.0,2,0.0,Heavy Rainfall
FLOOD001988,29-01-2026,29-01-2026 00:00,Gujarat,Ahmedabad,Severe,6.3,4,1339.0,3,2.0,Heavy Rainfall
FLOOD001989,06-01-2026,06-01-2026 18:00,Bihar,Bhagalpur,Moderate,2.9,3,1559.0,0,0.0,Heavy Rainfall
FLOOD001990,23-01-2025,23-01-2025 05:00,Karnataka,Mangaluru,Severe,2.9,3,2344.0,2,1.0,Heavy Rainfall
FLOOD001991,06-01-2025,06-01-2025 12:00,Karnataka,Kodagu,Moderate,3.9,3,1368.0,2,0.0,Heavy Rainfall
FLOOD001992,18-11-2025,18-11-2025 18:00,West Bengal,Darjeeling,Severe,12.6,8,2442.0,1,0.0,Cyclonic Rain
FLOOD001993,19-12-2025,19-12-2025 10:00,Tamil Nadu,Madurai,Severe,5.6,4,1439.0,0,0.0,Heavy Rainfall
FLOOD001994,10-02-2025,10-02-2025 04:00,Tamil Nadu,Thanjavur,Severe,2.8,5,3284.0,1,0.0,Heavy Rainfall
FLOOD001995,30-12-2025,30-12-2025 07:00,Odisha,Kendrapara,Severe,2.6,1,1837.0,2,1.0,River Overflow
FLOOD001996,25-09-2025,25-09-2025 04:00,Karnataka,Udupi,Severe,10.3,8,2010.0,4,0.0,River Overflow
FLOOD001997,12-12-2025,12-12-2025 05:00,Tamil Nadu,Coimbatore,Moderate,5.4,5,1657.0,1,0.0,River Overflow
FLOOD001998,24-11-2025,24-11-2025 05:00,Gujarat,Surat,Severe,5.4,3,1888.0,0,0.0,Heavy Rainfall
FLOOD001999,15-02-2025,15-02-2025 15:00,Karnataka,Udupi,Moderate,6.6,6,470.0,2,1.0,Heavy Rainfall
FLOOD002000,16-10-2025,16-10-2025 17:00,Bihar,Bhagalpur,Severe,6.5,4,1777.0,0,1.0,Cyclonic Rain
FLOOD002001,21-01-2026,21-01-2026 14:00,Karnataka,Bengaluru,Moderate,2.0,2,1715.0,1,0.0,Cyclonic Rain
FLOOD002002,07-03-2025,07-03-2025 01:00,Tamil Nadu,Chennai,Severe,5.5,6,2229.0,1,0.0,Heavy Rainfall
FLOOD002003,11-03-2025,11-03-2025 14:00,West Bengal,Malda,Moderate,2.6,4,903.0,2,0.0,River Overflow
FLOOD002004,11-09-2025,11-09-2025 15:00,Gujarat,Surat,Severe,2.0,2,2700.0,0,1.0,Heavy Rainfall
FLOOD002005,05-10-2025,05-10-2025 21:00,Uttar Pradesh,Prayagraj,Severe,9.8,6,1787.0,0,1.0,Urban Waterlogging
FLOOD002006,05-09-2025,05-09-2025 05:00,Gujarat,Surat,Moderate,6.9,7,1123.0,0,0.0,Cyclonic Rain
FLOOD002007,03-01-2026,03-01-2026 21:00,Maharashtra,Nagpur,Severe,7.1,5,4224.0,5,2.0,Heavy Rainfall
FLOOD002008,28-11-2025,28-11-2025 01:00,Assam,Guwahati,Minor,2.6,1,1204.0,1,0.0,Heavy Rainfall
FLOOD002009,27-05-2025,27-05-2025 04:00,West Bengal,Kolkata,Severe,6.8,5,2671.0,2,0.0,Urban Waterlogging
FLOOD002010,25-03-2025,25-03-2025 10:00,Odisha,Cuttack,Severe,5.1,4,2750.0,0,0.0,Heavy Rainfall
FLOOD002011,02-09-2025,02-09-2025 10:00,West Bengal,Howrah,Severe,3.2,1,3339.0,1,0.0,Urban Waterlogging
FLOOD002012,08-01-2025,08-01-2025 00:00,Odisha,Balasore,Moderate,2.0,2,2359.0,1,1.0,Heavy Rainfall
FLOOD002013,18-04-2025,18-04-2025 20:00,Tamil Nadu,Chennai,Severe,2.0,2,3324.0,0,0.0,Heavy Rainfall
FLOOD002014,04-09-2025,04-09-2025 01:00,Kerala,Kozhikode,Severe,4.2,3,2367.0,0,2.0,Heavy Rainfall
FLOOD002015,02-02-2026,02-02-2026 01:00,Tamil Nadu,Chennai,Severe,2.0,1,2038.0,2,0.0,Heavy Rainfall
FLOOD002016,24-09-2025,24-09-2025 00:00,Assam,Guwahati,Severe,2.0,5,896.0,1,0.0,River Overflow
FLOOD002017,23-11-2025,23-11-2025 00:00,Uttar Pradesh,Kanpur,Moderate,4.1,4,2050.0,0,1.0,Cyclonic Rain
FLOOD002018,12-02-2026,12-02-2026 11:00,Karnataka,Udupi,Moderate,2.0,1,1859.0,0,0.0,Heavy Rainfall
FLOOD002019,12-07-2025,12-07-2025 21:00,Uttar Pradesh,Kanpur,Severe,2.5,3,4055.0,1,1.0,River Overflow
FLOOD002020,23-12-2025,23-12-2025 16:00,Odisha,Balasore,Severe,2.9,2,2702.0,0,1.0,River Overflow
FLOOD002021,23-01-2026,23-01-2026 03:00,Gujarat,Bharuch,Moderate,9.5,7,1854.0,1,0.0,Urban Waterlogging
FLOOD002022,14-10-2025,14-10-2025 10:00,Gujarat,Ahmedabad,Severe,3.9,4,1492.0,2,1.0,River Overflow
FLOOD002023,29-09-2025,29-09-2025 17:00,Kerala,Kozhikode,Severe,6.2,4,2413.0,2,0.0,Urban Waterlogging
FLOOD002024,10-01-2026,10-01-2026 03:00,Assam,Dhemaji,Severe,4.5,4,1946.0,1,0.0,River Overflow
FLOOD002025,04-10-2025,04-10-2025 23:00,Tamil Nadu,Chennai,Moderate,2.0,2,2912.0,1,0.0,River Overflow
FLOOD002026,14-02-2026,14-02-2026 09:00,Assam,Jorhat,Severe,3.2,1,2379.0,2,1.0,River Overflow
FLOOD002027,09-01-2025,09-01-2025 18:00,Karnataka,Mangaluru,Severe,4.3,4,3169.0,1,1.0,Heavy Rainfall
FLOOD002028,08-08-2025,08-08-2025 22:00,Maharashtra,Mumbai,Severe,9.8,6,1819.0,1,1.0,Urban Waterlogging
FLOOD002029,21-03-2025,21-03-2025 23:00,Gujarat,Surat,Severe,5.0,2,2093.0,2,2.0,Heavy Rainfall
FLOOD002030,30-01-2025,30-01-2025 22:00,Assam,Jorhat,Moderate,9.8,8,957.0,1,0.0,Heavy Rainfall
FLOOD002031,22-07-2025,22-07-2025 20:00,Odisha,Puri,Moderate,3.9,3,406.0,0,1.0,Heavy Rainfall
FLOOD002032,23-11-2025,23-11-2025 10:00,Maharashtra,Mumbai,Severe,6.8,3,3839.0,3,1.0,Heavy Rainfall
FLOOD002033,24-02-2025,24-02-2025 02:00,Odisha,Cuttack,Moderate,6.0,3,2451.0,1,0.0,River Overflow
FLOOD002034,19-01-2026,19-01-2026 01:00,Karnataka,Bengaluru,Moderate,9.7,8,900.0,3,0.0,Urban Waterlogging
FLOOD002035,12-07-2025,12-07-2025 09:00,Assam,Dhemaji,Severe,10.6,6,3002.0,3,0.0,Cyclonic Rain
FLOOD002036,11-05-2025,11-05-2025 08:00,Kerala,Alappuzha,Severe,2.5,3,2360.0,1,0.0,River Overflow
FLOOD002037,13-02-2026,13-02-2026 03:00,Odisha,Balasore,Severe,2.0,1,2809.0,1,0.0,River Overflow
FLOOD002038,15-06-2025,15-06-2025 19:00,Karnataka,Mysuru,Severe,5.8,5,2646.0,1,0.0,Cyclonic Rain
FLOOD002039,18-02-2026,18-02-2026 12:00,Uttar Pradesh,Varanasi,Moderate,4.4,3,1323.0,0,0.0,Heavy Rainfall
FLOOD002040,13-12-2025,13-12-2025 13:00,West Bengal,Murshidabad,Severe,2.9,2,1324.0,1,0.0,Cyclonic Rain
FLOOD002041,03-07-2025,03-07-2025 01:00,Gujarat,Surat,Severe,6.8,5,2011.0,0,2.0,Heavy Rainfall
FLOOD002042,23-02-2025,23-02-2025 15:00,Assam,Jorhat,Severe,5.4,3,3555.0,2,2.0,Heavy Rainfall
FLOOD002043,01-07-2025,01-07-2025 11:00,Gujarat,Vadodara,Severe,10.0,7,2631.0,2,0.0,River Overflow
FLOOD002044,20-10-2025,20-10-2025 05:00,West Bengal,Kolkata,Moderate,6.8,5,1700.0,1,0.0,Urban Waterlogging
FLOOD002045,11-06-2025,11-06-2025 21:00,Karnataka,Bengaluru,Severe,5.8,5,2062.0,0,0.0,River Overflow
FLOOD002046,28-08-2025,28-08-2025 13:00,Tamil Nadu,Coimbatore,Moderate,4.4,2,783.0,0,0.0,Heavy Rainfall
