pair_id,source,grouping,report,summary,priority,worst_severity,hazard_types,total_headcount,resources_required,locations,state,district,zone,entry_count,window_minutes,first_timestamp,last_timestamp,incident_ids,report_words,summary_words,compression_pct,split
SLM-001324,stage03_dispatcher,natural,"INCIDENT LOG | Assam / Dhemaji / ZONE-1 | 5 entries || [18-07-2025 13:00] ERSS-058281 | Rescue operation required (Emergency report received) in the old town area in Dhemaji, Assam. 8 residents affected, no further details available. Response team requested:  fire and rescue unit and ambulance. || [18-07-2025 13:03] ERSS-006841 | Rescue operation required (Situation update) at the railway crossing in Dhemaji, Assam. 17 individuals affected, evacuation assistance requested. Dispatch requested for fire and rescue unit. || [18-07-2025 13:25] ERSS-027707 | Rescue operation required (Emergency report received) in the old town area in Dhemaji, Assam. 32 people affected, minor injuries reported. Dispatch requested for fire and rescue unit. || [18-07-2025 13:53] ERSS-019454 | Road blockage reported (Situation update) near the bus stand in Dhemaji, Assam. 23 persons affected, some injuries reported. Dispatch requested for road clearance crew. || [18-07-2025 13:57] ERSS-049468 | Rescue operation required (Incident reported) in the riverside settlement in Dhemaji, Assam. 14 people affected, evacuation assistance requested. Response team requested:  NDRF rescue team.","URGENT - ZONE-1 Dhemaji (Assam): rescue emergencies and road blockages, 94 affected across 5 reports. Deploy fire and rescue unit and ambulance plus 1 more to old town area; IC to confirm ACCESS. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",URGENT,HIGH,Rescue Emergency; Road Blockage,94,fire and rescue unit; ambulance; road clearance crew,old town area; railway crossing; bus stand; riverside settlement,Assam,Dhemaji,ZONE-1,5,57.0,18-07-2025 13:00,18-07-2025 13:57,ERSS-058281; ERSS-006841; ERSS-027707; ERSS-019454; ERSS-049468,161,44,72.7,train
SLM-001325,stage03_dispatcher,severity_banded,"INCIDENT LOG | Uttar Pradesh / Gorakhpur / ZONE-2 | 5 entries || [19-10-2025 13:15] ERSS-023529 | Flooding reported (Incident reported) on the national highway in Gorakhpur, Uttar Pradesh. 5 people affected, situation being monitored. Dispatch requested for NDRF flood rescue team and rescue boat. || [22-10-2025 02:39] ERSS-026856 | Medical emergency reported (Emergency report received) near the local market in Gorakhpur, Uttar Pradesh. 1 residents affected, multiple injuries reported. Please dispatch ambulance. || [27-10-2025 05:42] ERSS-019263 | Flooding reported (Incident reported) in the old town area in Gorakhpur, Uttar Pradesh. 3 individuals affected, minor injuries reported. Response team requested:  water pump and NDRF flood rescue team. || [30-10-2025 04:09] ERSS-018162 | Rescue operation required (Situation update) near the government hospital in Gorakhpur, Uttar Pradesh. 3 persons affected, medical assistance requested. Response team requested:  NDRF rescue team. || [03-11-2025 05:38] ERSS-020243 | Flooding reported (Emergency report received) near the industrial area in Gorakhpur, Uttar Pradesh. 6 residents affected, medical assistance requested. Please dispatch rescue boat and relief supplies.","ROUTINE - ZONE-2 Gorakhpur (Uttar Pradesh): flooding and medical emergencies plus 1 more, 18 affected across 5 reports. Dispatch NDRF flood rescue team and rescue boat plus 1 more via ACCESS route to national highway. routine watch; CAS count zero.",ROUTINE,LOW,Flood; Medical Emergency; Rescue Emergency,18,NDRF flood rescue team; rescue boat; ambulance,national highway; local market; old town area; government hospital; industrial area,Uttar Pradesh,Gorakhpur,ZONE-2,5,21143.0,19-10-2025 13:15,03-11-2025 05:38,ERSS-023529; ERSS-026856; ERSS-019263; ERSS-018162; ERSS-020243,163,40,75.5,train
SLM-001326,stage03_dispatcher,severity_banded,"INCIDENT LOG | Kerala / Kochi / ZONE-5 | 7 entries || [19-04-2025 19:32] ERSS-005700 | Road blockage reported (Emergency report received) in the low-lying area in Kochi, Kerala. 14 people affected, residents moved to safer ground. Response team requested:  earthmover (JCB) and traffic police team. || [20-04-2025 23:24] ERSS-040741 | Waterlogging reported (Emergency report received) in the low-lying area in Kochi, Kerala. 8 persons affected, situation being monitored. Response team requested:  water pump. || [22-04-2025 13:44] ERSS-013174 | Waterlogging reported (Incident reported) on the national highway in Kochi, Kerala. 10 residents affected, no injuries reported. Please dispatch sandbags. || [22-04-2025 13:58] ERSS-022457 | Medical emergency reported (Situation update) near the industrial area in Kochi, Kerala. 15 people affected, some injuries reported. Dispatch requested for ambulance. || [25-04-2025 01:16] ERSS-029356 | Rescue operation required (Incident reported) in a residential colony in Kochi, Kerala. 4 persons affected, minor injuries reported. Dispatch requested for NDRF rescue team. || [25-04-2025 01:22] ERSS-042182 | Waterlogging reported (Situation update) close to the river bank in Kochi, Kerala. 2 residents affected, minor injuries reported. Response team requested:  road clearance team and water pump. || [04-05-2025 01:53] ERSS-027595 | Waterlogging reported (Incident reported) near the main bridge in Kochi, Kerala. 12 persons affected, minor injuries reported. Please dispatch sandbags.","ELEVATED. road blockages and flooding plus 2 more in ZONE-5 Kochi, Kerala; 65 affected, 7 reports. Deploy water pump and sandbags plus 1 more to low-lying area; IC to confirm ACCESS. pre-position at STAGING area; SITREP every 30 min.",ELEVATED,MEDIUM,Road Blockage; Flood; Medical Emergency; Rescue Emergency,65,water pump; sandbags; earthmover (JCB),low-lying area; national highway; industrial area; residential colony; river bank; main bridge,Kerala,Kochi,ZONE-5,7,20541.0,19-04-2025 19:32,04-05-2025 01:53,ERSS-005700; ERSS-040741; ERSS-013174; ERSS-022457; ERSS-029356; ERSS-042182; ERSS-027595,205,39,81.0,train
SLM-001327,stage03_dispatcher,severity_banded,"INCIDENT LOG | Assam / Dibrugarh / ZONE-2 | 5 entries || [29-05-2025 17:18] ERSS-054956 | Flooding reported (Emergency report received) at the highway junction in Dibrugarh, Assam. 8 people affected, medical assistance requested. Please dispatch NDRF flood rescue team. || [30-05-2025 21:04] ERSS-023788 | Rescue operation required (Situation update) near the industrial area in Dibrugarh, Assam. 7 people affected, some injuries reported. Please dispatch rescue rope and ladder and ambulance. || [07-06-2025 16:36] ERSS-044071 | Rescue operation required (Situation update) near the local market in Dibrugarh, Assam. 15 residents affected, some injuries reported. Dispatch requested for ambulance. || [07-06-2025 16:43] ERSS-058816 | Waterlogging reported (Situation update) near the bus stand in Dibrugarh, Assam. 14 individuals affected, minor injuries reported. Dispatch requested for water pump and drainage team. || [10-06-2025 15:01] ERSS-028664 | Rescue operation required (Emergency report received) in a residential colony in Dibrugarh, Assam. 15 persons affected, no injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.","ELEVATED: ZONE-2 Dibrugarh, Assam -- flooding and rescue emergencies. 5 reports, 59 affected. rescue rope and ladder and ambulance plus 1 more to highway junction; STAGING at nearest safe point. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Flood; Rescue Emergency,59,rescue rope and ladder; ambulance; NDRF flood rescue team,highway junction; industrial area; local market; bus stand; residential colony,Assam,Dibrugarh,ZONE-2,5,17143.0,29-05-2025 17:18,10-06-2025 15:01,ERSS-054956; ERSS-023788; ERSS-044071; ERSS-058816; ERSS-028664,158,34,78.5,train
SLM-001328,stage03_dispatcher,severity_banded,"INCIDENT LOG | Assam / Dhemaji / ZONE-1 | 6 entries || [03-07-2025 08:39] ERSS-049961 | Road blockage reported (Situation update) near the local market in Dhemaji, Assam. 15 residents affected, no further details available. Please dispatch road clearance crew. || [04-07-2025 20:25] ERSS-014109 | Road blockage reported (Situation update) at the railway crossing in Dhemaji, Assam. 8 individuals affected, no further details available. Please dispatch road clearance crew. || [04-07-2025 20:33] ERSS-004298 | Rescue operation required (Situation update) in the riverside settlement in Dhemaji, Assam. 2 persons affected, minor injuries reported. Please dispatch NDRF rescue team. || [12-07-2025 09:50] ERSS-048658 | Flooding reported (Emergency report received) on the national highway in Dhemaji, Assam. 11 people affected, medical assistance requested. Response team requested:  NDRF flood rescue team. || [13-07-2025 17:08] ERSS-028558 | Road blockage reported (Situation update) on the national highway in Dhemaji, Assam. 5 persons affected, minor injuries reported. Response team requested:  road clearance crew and tow truck. || [13-07-2025 17:44] ERSS-020270 | Road blockage reported (Incident reported) in the riverside settlement in Dhemaji, Assam. 15 persons affected, situation being monitored. Dispatch requested for tow truck and earthmover (JCB).","ELEVATED. road blockages and rescue emergencies plus 1 more in ZONE-1 Dhemaji, Assam; 56 affected, 6 reports. Deploy road clearance crew and tow truck plus 1 more to local market; IC to confirm ACCESS. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Road Blockage; Rescue Emergency; Flood,56,road clearance crew; tow truck; NDRF rescue team,local market; railway crossing; riverside settlement; national highway,Assam,Dhemaji,ZONE-1,6,14945.0,03-07-2025 08:39,13-07-2025 17:44,ERSS-049961; ERSS-014109; ERSS-004298; ERSS-048658; ERSS-028558; ERSS-020270,184,40,78.3,train
SLM-001329,stage03_dispatcher,natural,"INCIDENT LOG | Odisha / Puri / ZONE-3 | 6 entries || [30-04-2025 17:17] ERSS-049005 | Medical emergency reported (Incident reported) near the bus stand in Puri, Odisha. 13 persons affected, minor injuries reported. Response team requested:  paramedic team and emergency medical team. || [30-04-2025 17:26] ERSS-052436 | Waterlogging reported (Incident reported) on the national highway in Puri, Odisha. 10 residents affected, some injuries reported. Response team requested:  road clearance team and drainage team. || [30-04-2025 17:35] ERSS-036361 | Medical emergency reported (Emergency report received) in the old town area in Puri, Odisha. 20 persons affected, multiple injuries reported. Please dispatch paramedic team and ambulance. || [30-04-2025 17:36] ERSS-016284 | Waterlogging reported (Emergency report received) near the bus stand in Puri, Odisha. 3 residents affected, situation being monitored. Please dispatch drainage team. || [30-04-2025 17:46] ERSS-055299 | Waterlogging reported (Situation update) at the railway crossing in Puri, Odisha. 4 individuals affected, some injuries reported. Dispatch requested for drainage team. || [01-05-2025 01:15] ERSS-024482 | Road blockage reported (Incident reported) near the main bridge in Puri, Odisha. 33 people affected, minor injuries reported. Please dispatch earthmover (JCB).","URGENT: ZONE-3 Puri, Odisha -- medical emergencies and flooding plus 1 more. 6 reports, 83 affected. Dispatch drainage team and paramedic team plus 1 more via ACCESS route to bus stand. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",URGENT,HIGH,Medical Emergency; Flood; Road Blockage,83,drainage team; paramedic team; emergency medical team,bus stand; national highway; old town area; railway crossing; main bridge,Odisha,Puri,ZONE-3,6,478.0,30-04-2025 17:17,01-05-2025 01:15,ERSS-049005; ERSS-052436; ERSS-036361; ERSS-016284; ERSS-055299; ERSS-024482,180,42,76.7,train
SLM-001330,stage03_dispatcher,natural,"INCIDENT LOG | Assam / Guwahati / ZONE-2 | 7 entries || [29-12-2025 15:02] ERSS-017566 | Flooding reported (Incident reported) near the government hospital in Guwahati, Assam. 7 individuals affected, some injuries reported. Response team requested:  water pump. || [29-12-2025 15:08] ERSS-016121 | Flooding reported (Situation update) near the main bridge in Guwahati, Assam. 25 people affected, minor injuries reported. Please dispatch life jackets. || [29-12-2025 21:01] ERSS-053962 | Flooding reported (Situation update) near the village school in Guwahati, Assam. 4 individuals affected, minor injuries reported. Dispatch requested for rescue boat. || [29-12-2025 21:26] ERSS-027145 | Waterlogging reported (Emergency report received) at the highway junction in Guwahati, Assam. 54 persons affected, residents moved to safer ground. Response team requested:  water pump and road clearance team. || [29-12-2025 21:31] ERSS-051594 | Rescue operation required (Situation update) in the low-lying area in Guwahati, Assam. 3 people affected, no injuries reported. Response team requested:  fire and rescue unit and ambulance. || [29-12-2025 21:41] ERSS-041247 | Medical emergency reported (Situation update) at the railway crossing in Guwahati, Assam. 3 people affected, residents moved to safer ground. Please dispatch medical first-aid kit and ambulance. || [29-12-2025 21:44] ERSS-016214 | Rescue operation required (Emergency report received) at the railway crossing in Guwahati, Assam. 6 individuals affected, some injuries reported. Response team requested:  NDRF rescue team.","IMMEDIATE: flooding and rescue emergencies plus 1 more, ZONE-2 Guwahati, Assam. 7 reports, 102 affected. Send water pump and ambulance plus 1 more to government hospital; submit SITREP on arrival. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Flood; Rescue Emergency; Medical Emergency,102,water pump; ambulance; life jackets,government hospital; main bridge; village school; highway junction; low-lying area; railway crossing,Assam,Guwahati,ZONE-2,7,402.0,29-12-2025 15:02,29-12-2025 21:44,ERSS-017566; ERSS-016121; ERSS-053962; ERSS-027145; ERSS-051594; ERSS-041247; ERSS-016214,212,39,81.6,train
SLM-001331,stage03_dispatcher,natural,"INCIDENT LOG | Bihar / Patna / ZONE-2 | 6 entries || [28-09-2025 23:20] ERSS-056980 | Flooding reported (Incident reported) near the village school in Patna, Bihar. 19 residents affected, medical assistance requested. Dispatch requested for rescue boat and relief supplies. || [28-09-2025 23:20] ERSS-050567 | Flooding reported (Incident reported) close to the river bank in Patna, Bihar. 28 persons affected, situation being monitored. Response team requested:  rescue boat and life jackets. || [28-09-2025 23:21] ERSS-003001 | Road blockage reported (Incident reported) at the highway junction in Patna, Bihar. 22 individuals affected, no further details available. Response team requested:  road clearance crew. || [28-09-2025 23:24] ERSS-059765 | Waterlogging reported (Emergency report received) near the bus stand in Patna, Bihar. 20 residents affected, no injuries reported. Please dispatch water pump. || [28-09-2025 23:34] ERSS-047678 | Medical emergency reported (Situation update) in the old town area in Patna, Bihar. 40 individuals affected, no injuries reported. Response team requested:  medical first-aid kit. || [28-09-2025 23:58] ERSS-052577 | Rescue operation required (Emergency report received) near the industrial area in Patna, Bihar. 2 individuals affected, situation being monitored. Response team requested:  fire and rescue unit.","IMMEDIATE: ZONE-2 Patna, Bihar -- flooding and road blockages plus 2 more. 6 reports, 131 affected. Deploy rescue boat and relief supplies plus 1 more to village school; IC to confirm ACCESS. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Flood; Road Blockage; Medical Emergency; Rescue Emergency,131,rescue boat; relief supplies; life jackets,village school; river bank; highway junction; bus stand; old town area; industrial area,Bihar,Patna,ZONE-2,6,38.0,28-09-2025 23:20,28-09-2025 23:58,ERSS-056980; ERSS-050567; ERSS-003001; ERSS-059765; ERSS-047678; ERSS-052577,184,41,77.7,train
SLM-001332,stage03_dispatcher,natural,"INCIDENT LOG | Uttar Pradesh / Lucknow / ZONE-5 | 6 entries || [13-02-2026 14:17] ERSS-042407 | Rescue operation required (Situation update) near the industrial area in Lucknow, Uttar Pradesh. 15 persons affected, no injuries reported. Response team requested:  fire and rescue unit. || [13-02-2026 14:38] ERSS-044641 | Rescue operation required (Emergency report received) in the riverside settlement in Lucknow, Uttar Pradesh. 4 residents affected, residents moved to safer ground. Response team requested:  ambulance. || [13-02-2026 14:39] ERSS-035089 | Rescue operation required (Incident reported) in the hilly terrain in Lucknow, Uttar Pradesh. 23 persons affected, no injuries reported. Response team requested:  ambulance and rescue rope and ladder. || [13-02-2026 14:43] ERSS-022115 | Flooding reported (Emergency report received) in the hilly terrain in Lucknow, Uttar Pradesh. 8 people affected, minor injuries reported. Response team requested:  life jackets and NDRF flood rescue team. || [13-02-2026 14:44] ERSS-027445 | Rescue operation required (Emergency report received) in the hilly terrain in Lucknow, Uttar Pradesh. 12 individuals affected, minor injuries reported. Please dispatch fire and rescue unit and rescue rope and ladder. || [13-02-2026 14:49] ERSS-053094 | Medical emergency reported (Emergency report received) at the highway junction in Lucknow, Uttar Pradesh. 15 people affected, residents moved to safer ground. Please dispatch medical first-aid kit.","URGENT - ZONE-5 Lucknow (Uttar Pradesh): rescue emergencies and flooding plus 1 more, 77 affected across 6 reports. fire and rescue unit and ambulance plus 1 more to industrial area; STAGING at nearest safe point. deploy and confirm ETA; submit SITREP every 15 min.",URGENT,HIGH,Rescue Emergency; Flood; Medical Emergency,77,fire and rescue unit; ambulance; rescue rope and ladder,industrial area; riverside settlement; hilly terrain; highway junction,Uttar Pradesh,Lucknow,ZONE-5,6,32.0,13-02-2026 14:17,13-02-2026 14:49,ERSS-042407; ERSS-044641; ERSS-035089; ERSS-022115; ERSS-027445; ERSS-053094,203,44,78.3,test
SLM-001333,stage03_dispatcher,natural,"INCIDENT LOG | Bihar / Muzaffarpur / ZONE-3 | 5 entries || [11-02-2025 09:10] ERSS-048553 | Flooding reported (Situation update) near the government hospital in Muzaffarpur, Bihar. 17 individuals affected, situation being monitored. Please dispatch water pump and life jackets. || [11-02-2025 09:12] ERSS-015226 | Rescue operation required (Emergency report received) in the riverside settlement in Muzaffarpur, Bihar. 24 individuals affected, medical assistance requested. Response team requested:  fire and rescue unit. || [11-02-2025 09:25] ERSS-019705 | Flooding reported (Situation update) near the industrial area in Muzaffarpur, Bihar. 6 residents affected, no injuries reported. Response team requested:  water pump and relief supplies. || [11-02-2025 09:42] ERSS-020754 | Road blockage reported (Emergency report received) on the national highway in Muzaffarpur, Bihar. 32 individuals affected, evacuation assistance requested. Dispatch requested for traffic police team. || [11-02-2025 17:08] ERSS-019628 | Medical emergency reported (Incident reported) near the main bridge in Muzaffarpur, Bihar. 2 residents affected, minor injuries reported. Please dispatch emergency medical team.","IMMEDIATE - ZONE-3 Muzaffarpur (Bihar): flooding and rescue emergencies plus 2 more, 81 affected across 5 reports. Send water pump and life jackets plus 1 more to government hospital; submit SITREP on arrival. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Flood; Rescue Emergency; Road Blockage; Medical Emergency,81,water pump; life jackets; fire and rescue unit,government hospital; riverside settlement; industrial area; national highway; main bridge,Bihar,Muzaffarpur,ZONE-3,5,478.0,11-02-2025 09:10,11-02-2025 17:08,ERSS-048553; ERSS-015226; ERSS-019705; ERSS-020754; ERSS-019628,154,42,72.7,train
SLM-001334,stage03_dispatcher,natural,"INCIDENT LOG | Kerala / Thrissur / ZONE-4 | 7 entries || [25-09-2025 17:09] ERSS-059999 | Rescue operation required (Emergency report received) near the bus stand in Thrissur, Kerala. 40 people affected, casualties reported. Response team requested:  NDRF rescue team and ambulance. || [25-09-2025 17:18] ERSS-009812 | Medical emergency reported (Emergency report received) near the village school in Thrissur, Kerala. 9 residents affected, no further details available. Dispatch requested for ambulance. || [25-09-2025 17:23] ERSS-028835 | Road blockage reported (Emergency report received) in a residential colony in Thrissur, Kerala. 6 people affected, medical assistance requested. Dispatch requested for tow truck. || [25-09-2025 17:35] ERSS-059824 | Flooding reported (Situation update) in the hilly terrain in Thrissur, Kerala. 7 persons affected, no injuries reported. Please dispatch water pump. || [25-09-2025 17:55] ERSS-041971 | Rescue operation required (Emergency report received) in the hilly terrain in Thrissur, Kerala. 67 individuals affected, medical assistance requested. Response team requested:  fire and rescue unit. || [25-09-2025 17:58] ERSS-012613 | Road blockage reported (Emergency report received) near the government hospital in Thrissur, Kerala. 10 individuals affected, minor injuries reported. Response team requested:  road clearance crew and earthmover (JCB). || [25-09-2025 17:59] ERSS-042021 | Flooding reported (Situation update) near the industrial area in Thrissur, Kerala. 2 individuals affected, minor injuries reported. Please dispatch water pump.","IMMEDIATE. rescue emergencies and medical emergencies plus 2 more in ZONE-4 Thrissur, Kerala; 141 affected, 7 reports. ambulance and water pump plus 1 more to bus stand; STAGING at nearest safe point. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Rescue Emergency; Medical Emergency; Road Blockage; Flood,141,ambulance; water pump; NDRF rescue team,bus stand; village school; residential colony; hilly terrain; government hospital; industrial area,Kerala,Thrissur,ZONE-4,7,50.0,25-09-2025 17:09,25-09-2025 17:59,ERSS-059999; ERSS-009812; ERSS-028835; ERSS-059824; ERSS-041971; ERSS-012613; ERSS-042021,209,41,80.4,test
SLM-001335,stage03_dispatcher,severity_banded,"INCIDENT LOG | Gujarat / Surat / ZONE-2 | 5 entries || [09-11-2025 10:28] ERSS-012268 | Waterlogging reported (Emergency report received) near the village school in Surat, Gujarat. 4 people affected, casualties reported. Please dispatch sandbags. || [13-11-2025 21:12] ERSS-011264 | Flooding reported (Situation update) near the local market in Surat, Gujarat. 2 residents affected, minor injuries reported. Dispatch requested for NDRF flood rescue team. || [15-11-2025 14:54] ERSS-039371 | Flooding reported (Emergency report received) in the low-lying area in Surat, Gujarat. 8 people affected, no injuries reported. Response team requested:  rescue boat and relief supplies. || [17-11-2025 02:51] ERSS-020404 | Flooding reported (Incident reported) in a residential colony in Surat, Gujarat. 4 individuals affected, situation being monitored. Response team requested:  life jackets. || [17-11-2025 04:25] ERSS-053018 | Waterlogging reported (Emergency report received) near the local market in Surat, Gujarat. 12 persons affected, medical assistance requested. Response team requested:  water pump.","ELEVATED: flooding, ZONE-2 Surat, Gujarat. 5 reports, 30 affected. Dispatch sandbags and NDRF flood rescue team plus 1 more via ACCESS route to village school. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Flood,30,sandbags; NDRF flood rescue team; rescue boat,village school; local market; low-lying area; residential colony,Gujarat,Surat,ZONE-2,5,11157.0,09-11-2025 10:28,17-11-2025 04:25,ERSS-012268; ERSS-011264; ERSS-039371; ERSS-020404; ERSS-053018,146,29,80.1,train
SLM-001336,stage03_dispatcher,natural,"INCIDENT LOG | Odisha / Kendrapara / ZONE-3 | 6 entries || [09-11-2025 12:05] ERSS-043103 | Medical emergency reported (Emergency report received) near the village school in Kendrapara, Odisha. 11 people affected, situation being monitored. Response team requested:  medical first-aid kit. || [09-11-2025 12:31] ERSS-000405 | Waterlogging reported (Situation update) near the main bridge in Kendrapara, Odisha. 45 people affected, multiple injuries reported. Response team requested:  sandbags. || [09-11-2025 12:45] ERSS-049403 | Flooding reported (Emergency report received) near the industrial area in Kendrapara, Odisha. 4 people affected, no injuries reported. Response team requested:  water pump. || [09-11-2025 12:46] ERSS-057427 | Road blockage reported (Incident reported) close to the river bank in Kendrapara, Odisha. 15 residents affected, multiple injuries reported. Please dispatch road clearance crew. || [09-11-2025 19:31] ERSS-032584 | Road blockage reported (Incident reported) near the main bridge in Kendrapara, Odisha. 32 people affected, medical assistance requested. Dispatch requested for traffic police team. || [09-11-2025 19:40] ERSS-032585 | Rescue operation required (Emergency report received) near the government hospital in Kendrapara, Odisha. 11 persons affected, minor injuries reported. Please dispatch ambulance.","IMMEDIATE: medical emergencies and flooding plus 2 more, ZONE-3 Kendrapara, Odisha. 6 reports, 118 affected. Dispatch medical first-aid kit and sandbags plus 1 more via ACCESS route to village school. all units, EVAC of affected persons; notify NDMA and SDRF.",IMMEDIATE,CRITICAL,Medical Emergency; Flood; Road Blockage; Rescue Emergency,118,medical first-aid kit; sandbags; water pump,village school; main bridge; industrial area; river bank; government hospital,Odisha,Kendrapara,ZONE-3,6,455.0,09-11-2025 12:05,09-11-2025 19:40,ERSS-043103; ERSS-000405; ERSS-049403; ERSS-057427; ERSS-032584; ERSS-032585,174,40,77.0,train
SLM-001337,stage03_dispatcher,severity_banded,"INCIDENT LOG | Karnataka / Udupi / ZONE-1 | 6 entries || [06-05-2025 15:05] ERSS-011886 | Waterlogging reported (Situation update) at the highway junction in Udupi, Karnataka. 7 persons affected, minor injuries reported. Dispatch requested for water pump. || [07-05-2025 15:06] ERSS-036559 | Rescue operation required (Incident reported) near the bus stand in Udupi, Karnataka. 2 persons affected, no further details available. Dispatch requested for ambulance. || [07-05-2025 15:25] ERSS-046189 | Waterlogging reported (Situation update) near the industrial area in Udupi, Karnataka. 12 persons affected, some injuries reported. Please dispatch sandbags. || [09-05-2025 22:07] ERSS-000666 | Waterlogging reported (Emergency report received) in the hilly terrain in Udupi, Karnataka. 13 people affected, minor injuries reported. Dispatch requested for road clearance team. || [14-05-2025 01:37] ERSS-007019 | Road blockage reported (Emergency report received) on the national highway in Udupi, Karnataka. 7 residents affected, minor injuries reported. Response team requested:  earthmover (JCB). || [19-05-2025 01:37] ERSS-040975 | Flooding reported (Emergency report received) close to the river bank in Udupi, Karnataka. 5 individuals affected, situation being monitored. Response team requested:  water pump and rescue boat.","ELEVATED: flooding and rescue emergencies plus 1 more, ZONE-1 Udupi, Karnataka. 6 reports, 46 affected. Send water pump and ambulance plus 1 more to highway junction; submit SITREP on arrival. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Flood; Rescue Emergency; Road Blockage,46,water pump; ambulance; sandbags,highway junction; bus stand; industrial area; hilly terrain; national highway; river bank,Karnataka,Udupi,ZONE-1,6,17912.0,06-05-2025 15:05,19-05-2025 01:37,ERSS-011886; ERSS-036559; ERSS-046189; ERSS-000666; ERSS-007019; ERSS-040975,175,36,79.4,train
SLM-001338,stage03_dispatcher,severity_banded,"INCIDENT LOG | Kerala / Kochi / ZONE-2 | 5 entries || [23-01-2025 19:15] ERSS-046287 | Road blockage reported (Incident reported) near the bus stand in Kochi, Kerala. 13 individuals affected, minor injuries reported. Dispatch requested for earthmover (JCB). || [23-01-2025 19:16] ERSS-022695 | Flooding reported (Emergency report received) at the railway crossing in Kochi, Kerala. 15 people affected, no injuries reported. Please dispatch relief supplies. || [26-01-2025 17:29] ERSS-018549 | Flooding reported (Situation update) in the hilly terrain in Kochi, Kerala. 2 individuals affected, no injuries reported. Dispatch requested for water pump and relief supplies. || [26-01-2025 17:46] ERSS-028341 | Road blockage reported (Incident reported) in a residential colony in Kochi, Kerala. 8 people affected, casualties reported. Response team requested:  tow truck and road clearance crew. || [27-01-2025 12:35] ERSS-022279 | Rescue operation required (Incident reported) near the main bridge in Kochi, Kerala. 6 residents affected, minor injuries reported. Dispatch requested for ambulance.","ELEVATED: ZONE-2 Kochi, Kerala -- road blockages and flooding plus 1 more. 5 reports, 44 affected. Send relief supplies and earthmover (JCB) plus 1 more to bus stand; submit SITREP on arrival. stage nearby, monitor ACCESS.",ELEVATED,MEDIUM,Road Blockage; Flood; Rescue Emergency,44,relief supplies; earthmover (JCB); water pump,bus stand; railway crossing; hilly terrain; residential colony; main bridge,Kerala,Kochi,ZONE-2,5,5360.0,23-01-2025 19:15,27-01-2025 12:35,ERSS-046287; ERSS-022695; ERSS-018549; ERSS-028341; ERSS-022279,149,36,75.8,train
SLM-001339,stage03_dispatcher,severity_banded,"INCIDENT LOG | West Bengal / Howrah / ZONE-3 | 5 entries || [11-05-2025 10:25] ERSS-036617 | Road blockage reported (Emergency report received) close to the river bank in Howrah, West Bengal. 11 individuals affected, multiple injuries reported. Dispatch requested for tow truck. || [15-05-2025 05:35] ERSS-030401 | Medical emergency reported (Incident reported) at the highway junction in Howrah, West Bengal. 6 individuals affected, residents moved to safer ground. Dispatch requested for medical first-aid kit. || [17-05-2025 04:56] ERSS-033955 | Flooding reported (Emergency report received) near the village school in Howrah, West Bengal. 6 persons affected, situation being monitored. Dispatch requested for rescue boat. || [22-05-2025 22:21] ERSS-052657 | Flooding reported (Emergency report received) in the riverside settlement in Howrah, West Bengal. 5 individuals affected, residents moved to safer ground. Response team requested:  rescue boat and water pump. || [23-05-2025 18:45] ERSS-018511 | Road blockage reported (Incident reported) near the industrial area in Howrah, West Bengal. 2 residents affected, minor injuries reported. Please dispatch earthmover (JCB).","ELEVATED. road blockages and medical emergencies plus 1 more in ZONE-3 Howrah, West Bengal; 30 affected, 5 reports. Dispatch rescue boat and tow truck plus 1 more via ACCESS route to river bank. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Road Blockage; Medical Emergency; Flood,30,rescue boat; tow truck; medical first-aid kit,river bank; highway junction; village school; riverside settlement; industrial area,West Bengal,Howrah,ZONE-3,5,17780.0,11-05-2025 10:25,23-05-2025 18:45,ERSS-036617; ERSS-030401; ERSS-033955; ERSS-052657; ERSS-018511,161,39,75.8,train
