timestamp,state,district,rainfall_mm
31-01-2026 08:00,Bihar,Bhagalpur,42.48
04-05-2025 16:00,Kerala,Kozhikode,11.5
29-01-2025 21:00,Uttar Pradesh,Prayagraj,16.48
16-04-2025 13:00,Bihar,Patna,19.58
24-09-2025 15:00,Gujarat,Vadodara,30.76
10-02-2025 22:00,Karnataka,Kodagu,47.2
12-08-2025 12:00,Maharashtra,Nashik,8.93
04-01-2025 07:00,Uttar Pradesh,Gorakhpur,39.38
18-06-2025 21:00,Gujarat,Vadodara,72.02
18-09-2025 18:00,Karnataka,Mysuru,63.93
04-02-2026 00:00,West Bengal,Howrah,48.04
12-01-2026 01:00,Uttar Pradesh,Lucknow,35.65
10-05-2025 11:00,Karnataka,Mysuru,31.93
31-05-2025 01:00,Kerala,Alappuzha,46.9
11-09-2025 01:00,Uttar Pradesh,Prayagraj,24.3
05-12-2025 14:00,Maharashtra,Nashik,20.25
31-03-2025 06:00,Uttar Pradesh,Varanasi,17.95
20-09-2025 22:00,Karnataka,Udupi,21.31
05-04-2025 12:00,Assam,Barpeta,42.09
19-01-2025 13:00,Kerala,Kottayam,49.52
23-07-2025 11:00,Assam,Jorhat,19.57
06-07-2025 02:00,Bihar,Muzaffarpur,11.16
12-01-2026 02:00,Kerala,Alappuzha,14.48
04-10-2025 08:00,Tamil Nadu,Tiruppur,36.7
19-05-2025 04:00,Bihar,Gaya,25.7
12-03-2025 21:00,Maharashtra,Pune,49.06
16-04-2025 06:00,Assam,Guwahati,31.83
03-01-2025 20:00,Odisha,Cuttack,14.85
18-02-2025 16:00,Tamil Nadu,Madurai,46.0
03-01-2025 00:00,Odisha,Cuttack,9.24
13-02-2025 21:00,Bihar,Bhagalpur,15.47
17-06-2025 21:00,Karnataka,Mangaluru,13.1
06-02-2025 16:00,Tamil Nadu,Tiruppur,29.05
21-04-2025 11:00,Odisha,Balasore,55.84
20-11-2025 07:00,Assam,Guwahati,38.9
12-04-2025 15:00,Odisha,Puri,48.3
25-07-2025 04:00,Uttar Pradesh,Varanasi,26.21
03-03-2025 03:00,Assam,Dibrugarh,35.34
31-10-2025 20:00,Uttar Pradesh,Kanpur,18.07
29-07-2025 19:00,Uttar Pradesh,Varanasi,32.39
12-04-2025 17:00,Karnataka,Udupi,54.16
01-10-2025 02:00,West Bengal,Darjeeling,14.29
10-01-2025 14:00,Maharashtra,Pune,88.34
25-02-2025 00:00,Tamil Nadu,Tiruppur,42.8
02-01-2025 17:00,Kerala,Kozhikode,29.26
02-02-2025 09:00,Bihar,Gaya,3.55
08-01-2026 22:00,Odisha,Balasore,22.18
17-12-2025 04:00,Gujarat,Surat,26.78
14-03-2025 01:00,West Bengal,Howrah,104.02124999999998
12-06-2025 22:00,West Bengal,Murshidabad,58.03
25-01-2025 03:00,Tamil Nadu,Madurai,65.5
19-02-2026 05:00,West Bengal,Malda,28.98
01-09-2025 07:00,Karnataka,Mangaluru,77.92
11-12-2025 15:00,Assam,Barpeta,55.31
31-10-2025 03:00,Maharashtra,Nashik,21.41
04-03-2025 03:00,Bihar,Darbhanga,10.29
15-01-2026 13:00,Bihar,Bhagalpur,69.74
22-08-2025 18:00,Uttar Pradesh,Gorakhpur,30.73
03-01-2025 13:00,West Bengal,Malda,42.07
16-08-2025 23:00,Uttar Pradesh,Varanasi,15.37
12-06-2025 17:00,Assam,Jorhat,71.1
30-09-2025 03:00,Kerala,Kottayam,51.94
17-01-2025 18:00,Odisha,Puri,8.51
14-01-2025 20:00,Gujarat,Surat,19.81
28-03-2025 20:00,Kerala,Kottayam,99.37
03-02-2026 05:00,West Bengal,Howrah,37.6
07-01-2025 20:00,Tamil Nadu,Coimbatore,28.29
02-07-2025 11:00,Kerala,Thrissur,50.34
24-04-2025 03:00,Kerala,Kozhikode,24.91
07-01-2026 19:00,Gujarat,Rajkot,79.54
03-11-2025 02:00,Bihar,Gaya,45.22
16-08-2025 05:00,Gujarat,Ahmedabad,23.42
21-10-2025 14:00,Odisha,Cuttack,33.3
25-02-2025 14:00,West Bengal,Kolkata,19.87
29-12-2025 10:00,Uttar Pradesh,Prayagraj,104.02124999999998
11-03-2025 03:00,Karnataka,Udupi,10.05
30-05-2025 02:00,Kerala,Thrissur,22.33
01-02-2025 09:00,West Bengal,Murshidabad,31.72
02-10-2025 08:00,Tamil Nadu,Coimbatore,39.54
30-01-2025 10:00,Kerala,Kozhikode,55.15
06-05-2025 14:00,Karnataka,Bengaluru,96.26
23-12-2025 14:00,Assam,Guwahati,18.89
16-02-2026 11:00,Uttar Pradesh,Lucknow,26.3
04-02-2026 06:00,Kerala,Kochi,44.24
08-01-2026 00:00,Kerala,Kozhikode,18.32
03-02-2026 04:00,Odisha,Bhubaneswar,68.84
10-01-2026 07:00,West Bengal,Kolkata,8.81
18-03-2025 10:00,Tamil Nadu,Madurai,34.04
05-05-2025 20:00,Assam,Barpeta,45.28
15-08-2025 03:00,Kerala,Kozhikode,9.93
11-06-2025 15:00,Maharashtra,Nashik,20.74
26-10-2025 04:00,Kerala,Kottayam,8.97
31-07-2025 17:00,Odisha,Cuttack,21.34
15-01-2026 18:00,Tamil Nadu,Tiruppur,104.02124999999998
29-10-2025 20:00,Tamil Nadu,Madurai,57.11
14-08-2025 00:00,Uttar Pradesh,Prayagraj,4.37
13-08-2025 19:00,Tamil Nadu,Chennai,17.98
28-01-2026 19:00,Bihar,Gaya,10.52
04-04-2025 14:00,Uttar Pradesh,Lucknow,104.02124999999998
04-02-2025 19:00,West Bengal,Kolkata,27.15
16-12-2025 18:00,Tamil Nadu,Madurai,33.59
12-01-2026 18:00,Odisha,Puri,39.89
19-01-2025 00:00,Gujarat,Surat,38.85
21-05-2025 18:00,Bihar,Darbhanga,64.3
12-10-2025 01:00,West Bengal,Darjeeling,47.59
05-12-2025 19:00,Uttar Pradesh,Gorakhpur,14.95
05-02-2026 21:00,Odisha,Balasore,21.57
10-09-2025 18:00,Gujarat,Rajkot,37.65
19-02-2025 17:00,Gujarat,Surat,35.85
16-10-2025 22:00,West Bengal,Kolkata,16.49
16-08-2025 13:00,Odisha,Bhubaneswar,43.71
08-05-2025 23:00,Karnataka,Udupi,18.31
07-05-2025 20:00,Bihar,Muzaffarpur,79.12
16-05-2025 23:00,Odisha,Balasore,41.06
24-04-2025 17:00,Gujarat,Vadodara,7.95
24-05-2025 01:00,Odisha,Puri,12.7
19-01-2025 01:00,Karnataka,Mangaluru,40.43
17-05-2025 08:00,Kerala,Thrissur,5.11
19-10-2025 17:00,Karnataka,Udupi,31.88
10-02-2026 06:00,Uttar Pradesh,Varanasi,51.6
05-01-2025 08:00,Bihar,Bhagalpur,54.55
19-05-2025 03:00,West Bengal,Kolkata,73.36
11-03-2025 00:00,West Bengal,Murshidabad,12.65
05-03-2025 21:00,Odisha,Kendrapara,27.47
15-07-2025 00:00,Bihar,Muzaffarpur,25.53
03-01-2026 05:00,Kerala,Alappuzha,96.83
11-01-2026 02:00,Assam,Barpeta,38.31
03-10-2025 22:00,Gujarat,Surat,15.25
02-03-2025 03:00,Assam,Dhemaji,5.08
09-01-2025 22:00,Uttar Pradesh,Kanpur,94.07
12-08-2025 04:00,Bihar,Darbhanga,3.81
20-01-2026 02:00,Karnataka,Mangaluru,42.32
21-09-2025 10:00,Maharashtra,Kolhapur,66.52
27-07-2025 21:00,Gujarat,Rajkot,46.95
01-03-2025 03:00,Karnataka,Mysuru,29.14
01-02-2026 12:00,Maharashtra,Mumbai,66.38
25-12-2025 14:00,Kerala,Alappuzha,34.89
08-01-2025 13:00,Assam,Barpeta,7.51
01-07-2025 08:00,Uttar Pradesh,Kanpur,56.3
29-12-2025 12:00,Assam,Barpeta,19.52
12-04-2025 22:00,Maharashtra,Mumbai,10.87
10-08-2025 17:00,Maharashtra,Kolhapur,27.59
02-12-2025 05:00,Maharashtra,Nashik,47.67
25-08-2025 20:00,Assam,Jorhat,10.44
28-05-2025 04:00,Kerala,Kottayam,43.51
10-12-2025 12:00,Assam,Guwahati,38.8
29-11-2025 08:00,Maharashtra,Nashik,9.13
04-06-2025 02:00,Uttar Pradesh,Prayagraj,36.9
03-01-2025 22:00,Bihar,Muzaffarpur,94.29
23-01-2025 16:00,Uttar Pradesh,Kanpur,99.29
20-02-2025 04:00,Assam,Dhemaji,5.96
09-05-2025 06:00,Maharashtra,Pune,25.1
15-01-2026 10:00,Gujarat,Surat,33.39
16-01-2026 00:00,Assam,Barpeta,36.87
08-02-2026 08:00,West Bengal,Howrah,27.28
15-09-2025 12:00,Odisha,Balasore,38.2
14-12-2025 01:00,West Bengal,Darjeeling,9.75
28-06-2025 12:00,Bihar,Muzaffarpur,14.23
16-06-2025 23:00,Maharashtra,Kolhapur,19.29
30-12-2025 01:00,Uttar Pradesh,Kanpur,13.22
06-02-2025 13:00,Assam,Dhemaji,7.76
02-12-2025 20:00,Odisha,Kendrapara,11.7
09-01-2025 04:00,Assam,Jorhat,21.39
11-02-2026 02:00,Maharashtra,Nashik,56.16
17-06-2025 02:00,West Bengal,Kolkata,26.19
20-02-2026 02:00,West Bengal,Darjeeling,55.76
18-04-2025 03:00,Bihar,Darbhanga,20.75
06-06-2025 09:00,Karnataka,Mangaluru,32.61
21-01-2026 07:00,Gujarat,Ahmedabad,43.0
26-12-2025 12:00,Tamil Nadu,Thanjavur,15.9
26-01-2026 08:00,Odisha,Kendrapara,35.79
14-09-2025 15:00,Karnataka,Kodagu,19.12
19-07-2025 15:00,Tamil Nadu,Coimbatore,47.69
11-08-2025 09:00,Kerala,Kochi,49.21
07-05-2025 00:00,Bihar,Patna,35.47
24-04-2025 06:00,Uttar Pradesh,Kanpur,65.01
27-12-2025 15:00,Bihar,Darbhanga,75.28
16-10-2025 04:00,Uttar Pradesh,Prayagraj,46.8
16-06-2025 00:00,Uttar Pradesh,Varanasi,12.98
01-11-2025 12:00,Kerala,Alappuzha,12.89
06-09-2025 01:00,Tamil Nadu,Tiruppur,30.28
10-06-2025 04:00,Kerala,Alappuzha,8.1
22-04-2025 18:00,Odisha,Puri,94.92
17-06-2025 16:00,Tamil Nadu,Tiruppur,52.55
30-12-2025 03:00,Uttar Pradesh,Lucknow,24.21
11-05-2025 19:00,Gujarat,Bharuch,28.01
26-06-2025 13:00,Kerala,Kottayam,89.48
10-01-2025 02:00,Kerala,Kozhikode,53.87
03-10-2025 18:00,Odisha,Puri,30.07
05-02-2026 06:00,Maharashtra,Mumbai,38.77
08-08-2025 12:00,Gujarat,Surat,99.03
16-04-2025 23:00,Kerala,Kottayam,83.76
30-04-2025 14:00,Karnataka,Kodagu,8.54
21-02-2025 20:00,Gujarat,Surat,36.08
18-01-2025 12:00,Maharashtra,Kolhapur,24.05
17-09-2025 11:00,Uttar Pradesh,Lucknow,48.5
27-03-2025 18:00,Odisha,Bhubaneswar,46.77
20-12-2025 21:00,Gujarat,Rajkot,56.2
26-09-2025 02:00,Gujarat,Bharuch,7.9
23-05-2025 14:00,Gujarat,Bharuch,63.11
07-07-2025 22:00,Tamil Nadu,Tiruppur,27.55
18-02-2025 14:00,West Bengal,Kolkata,70.9
11-01-2025 14:00,Maharashtra,Kolhapur,33.97
18-01-2025 07:00,Assam,Barpeta,19.88
18-01-2026 07:00,Tamil Nadu,Tiruppur,25.75
25-05-2025 13:00,Gujarat,Ahmedabad,18.5
08-05-2025 02:00,Maharashtra,Kolhapur,20.51
01-02-2025 15:00,Gujarat,Vadodara,52.91
27-02-2025 17:00,Maharashtra,Nashik,104.02124999999998
28-01-2025 06:00,Tamil Nadu,Thanjavur,38.57
20-02-2025 01:00,West Bengal,Darjeeling,30.05
11-04-2025 13:00,Bihar,Patna,14.97
21-08-2025 11:00,Odisha,Kendrapara,95.96
07-09-2025 17:00,Odisha,Kendrapara,38.91
09-08-2025 14:00,Maharashtra,Mumbai,27.26
08-05-2025 07:00,Bihar,Gaya,59.03
28-04-2025 22:00,Kerala,Kozhikode,12.21
04-05-2025 18:00,Gujarat,Ahmedabad,54.62
14-01-2025 16:00,Tamil Nadu,Tiruppur,24.11
27-06-2025 22:00,Assam,Jorhat,18.15
07-09-2025 18:00,Uttar Pradesh,Gorakhpur,32.63
03-07-2025 00:00,Bihar,Gaya,88.55
27-03-2025 23:00,Odisha,Kendrapara,9.09
12-12-2025 21:00,Maharashtra,Pune,24.4
11-01-2026 13:00,Maharashtra,Kolhapur,22.63
24-01-2026 17:00,Uttar Pradesh,Gorakhpur,35.9
04-08-2025 09:00,Bihar,Muzaffarpur,25.83
04-07-2025 13:00,West Bengal,Howrah,58.98
23-02-2025 09:00,Bihar,Gaya,11.3
21-05-2025 21:00,Tamil Nadu,Madurai,26.69
20-04-2025 20:00,Gujarat,Ahmedabad,73.52
19-05-2025 16:00,Odisha,Puri,13.38
26-09-2025 04:00,Kerala,Thrissur,19.56
29-07-2025 02:00,Odisha,Puri,20.77
02-11-2025 04:00,Gujarat,Rajkot,12.1
08-06-2025 03:00,Bihar,Muzaffarpur,8.08
21-04-2025 23:00,Assam,Guwahati,21.91
12-12-2025 02:00,Gujarat,Ahmedabad,30.53
23-02-2025 10:00,Karnataka,Udupi,35.97
22-06-2025 20:00,Bihar,Patna,34.39
26-02-2025 18:00,Bihar,Muzaffarpur,54.49
01-03-2025 21:00,Uttar Pradesh,Kanpur,57.18
06-02-2026 04:00,West Bengal,Darjeeling,42.92
24-05-2025 09:00,Uttar Pradesh,Gorakhpur,27.14
03-01-2025 08:00,Kerala,Kochi,33.95
11-07-2025 13:00,Uttar Pradesh,Lucknow,29.86
20-12-2025 07:00,Maharashtra,Mumbai,25.67
12-08-2025 13:00,Assam,Jorhat,70.73
18-03-2025 20:00,Uttar Pradesh,Kanpur,31.34
18-08-2025 19:00,West Bengal,Murshidabad,71.41
24-12-2025 05:00,West Bengal,Howrah,63.6
18-09-2025 23:00,Assam,Jorhat,71.44
01-05-2025 00:00,Kerala,Alappuzha,45.73
14-03-2025 15:00,Assam,Jorhat,23.69
16-12-2025 22:00,Assam,Dhemaji,57.09
23-06-2025 17:00,Kerala,Kottayam,30.21
05-08-2025 13:00,Uttar Pradesh,Lucknow,15.48
10-01-2026 17:00,Karnataka,Mysuru,53.12
31-01-2025 20:00,Maharashtra,Kolhapur,47.51
13-01-2026 18:00,Tamil Nadu,Thanjavur,86.65
09-03-2025 16:00,Odisha,Puri,30.96
22-01-2025 20:00,Odisha,Bhubaneswar,71.1
30-11-2025 07:00,Odisha,Kendrapara,65.04
04-07-2025 03:00,Tamil Nadu,Thanjavur,75.31
15-08-2025 02:00,West Bengal,Howrah,104.02124999999998
06-10-2025 17:00,Odisha,Cuttack,37.23
04-11-2025 14:00,West Bengal,Murshidabad,4.52
19-01-2025 03:00,Tamil Nadu,Coimbatore,51.92
04-05-2025 08:00,Bihar,Gaya,22.57
13-01-2025 20:00,Odisha,Bhubaneswar,12.3
07-03-2025 05:00,Maharashtra,Nashik,43.34
20-04-2025 15:00,Assam,Jorhat,23.31
22-08-2025 05:00,Uttar Pradesh,Varanasi,37.44
30-01-2026 21:00,West Bengal,Darjeeling,55.14
17-01-2025 17:00,Tamil Nadu,Coimbatore,17.97
09-06-2025 10:00,Uttar Pradesh,Lucknow,35.68
06-02-2025 17:00,West Bengal,Howrah,75.87
16-06-2025 13:00,Gujarat,Bharuch,6.04
24-10-2025 14:00,Bihar,Patna,30.23
17-05-2025 01:00,Gujarat,Surat,9.29
17-12-2025 06:00,West Bengal,Kolkata,60.2
28-07-2025 17:00,West Bengal,Murshidabad,30.33
28-08-2025 00:00,West Bengal,Howrah,30.03
20-08-2025 10:00,Gujarat,Rajkot,87.71
13-01-2025 00:00,Tamil Nadu,Madurai,10.46
20-08-2025 20:00,Bihar,Gaya,7.45
13-12-2025 20:00,Bihar,Patna,104.02124999999998
20-04-2025 07:00,Assam,Barpeta,32.12
05-01-2026 03:00,Karnataka,Bengaluru,49.77
20-01-2025 20:00,Maharashtra,Nagpur,66.15
24-12-2025 23:00,Gujarat,Bharuch,48.44
09-02-2026 17:00,West Bengal,Murshidabad,104.02124999999998
29-09-2025 18:00,Maharashtra,Pune,32.36
10-05-2025 15:00,Bihar,Bhagalpur,43.95
30-01-2026 14:00,Tamil Nadu,Thanjavur,53.0
31-01-2025 17:00,Bihar,Muzaffarpur,55.27
11-05-2025 13:00,Odisha,Cuttack,104.02124999999998
02-12-2025 07:00,Karnataka,Udupi,48.51
30-09-2025 23:00,Tamil Nadu,Tiruppur,50.49
14-08-2025 07:00,Maharashtra,Nagpur,40.45
20-08-2025 19:00,Karnataka,Bengaluru,14.75
11-08-2025 00:00,West Bengal,Howrah,93.33
07-10-2025 22:00,Tamil Nadu,Madurai,28.4
02-08-2025 06:00,Gujarat,Ahmedabad,9.59
12-07-2025 11:00,Odisha,Balasore,15.29
03-06-2025 17:00,West Bengal,Murshidabad,27.89
18-11-2025 12:00,Kerala,Alappuzha,33.74
18-03-2025 15:00,Uttar Pradesh,Kanpur,19.63
25-03-2025 03:00,Karnataka,Mysuru,44.41
10-04-2025 23:00,West Bengal,Malda,46.85
29-09-2025 06:00,Karnataka,Udupi,40.14
25-01-2026 20:00,Karnataka,Bengaluru,54.15
21-06-2025 15:00,West Bengal,Kolkata,29.06
03-09-2025 14:00,Uttar Pradesh,Lucknow,42.61
03-02-2025 08:00,Tamil Nadu,Thanjavur,56.11
17-12-2025 23:00,Gujarat,Ahmedabad,23.22
17-11-2025 00:00,West Bengal,Malda,5.93
28-02-2025 13:00,Odisha,Balasore,48.57
15-08-2025 07:00,Odisha,Bhubaneswar,39.39
03-01-2025 21:00,Uttar Pradesh,Prayagraj,63.75
02-02-2026 15:00,Gujarat,Vadodara,36.69
25-04-2025 23:00,Odisha,Bhubaneswar,64.93
12-12-2025 14:00,Karnataka,Mysuru,37.8
08-03-2025 02:00,Bihar,Gaya,36.32
05-10-2025 18:00,Assam,Barpeta,32.97
30-11-2025 22:00,Bihar,Gaya,25.59
14-02-2025 18:00,West Bengal,Darjeeling,104.02124999999998
08-05-2025 15:00,West Bengal,Darjeeling,57.05
28-09-2025 07:00,Bihar,Gaya,25.54
16-07-2025 01:00,Gujarat,Surat,35.39
13-01-2026 21:00,Uttar Pradesh,Prayagraj,29.46
19-04-2025 11:00,Gujarat,Bharuch,66.12
19-11-2025 10:00,Karnataka,Bengaluru,61.41
07-03-2025 19:00,West Bengal,Malda,41.14
30-07-2025 18:00,Assam,Jorhat,55.44
28-08-2025 17:00,Odisha,Balasore,8.44
28-05-2025 20:00,Odisha,Bhubaneswar,35.74
18-01-2025 01:00,Assam,Guwahati,15.8
20-06-2025 17:00,Kerala,Alappuzha,28.63
27-09-2025 05:00,Maharashtra,Mumbai,47.66
22-08-2025 09:00,Gujarat,Vadodara,51.57
06-08-2025 23:00,Uttar Pradesh,Varanasi,25.13
07-06-2025 09:00,Uttar Pradesh,Prayagraj,34.93
24-04-2025 14:00,Gujarat,Surat,29.75
20-01-2025 21:00,Uttar Pradesh,Gorakhpur,57.03
25-02-2025 09:00,Odisha,Balasore,26.13
18-06-2025 03:00,Tamil Nadu,Madurai,95.81
06-02-2026 18:00,Assam,Dhemaji,70.4
16-03-2025 01:00,Maharashtra,Nagpur,36.97
12-09-2025 00:00,Karnataka,Mysuru,12.17
01-02-2025 07:00,Kerala,Thrissur,41.14
30-08-2025 08:00,Karnataka,Udupi,53.18
19-06-2025 04:00,Karnataka,Udupi,17.23
12-01-2026 17:00,Gujarat,Ahmedabad,35.35
09-09-2025 06:00,Karnataka,Mangaluru,28.87
03-09-2025 18:00,West Bengal,Howrah,28.48
25-01-2026 02:00,West Bengal,Malda,12.71
17-01-2026 16:00,Karnataka,Udupi,6.35
21-02-2026 12:00,Gujarat,Surat,73.02
03-08-2025 15:00,Bihar,Patna,44.47
20-01-2025 12:00,Karnataka,Udupi,95.62
06-03-2025 09:00,West Bengal,Darjeeling,76.83
20-09-2025 23:00,Uttar Pradesh,Lucknow,14.41
22-04-2025 19:00,Bihar,Gaya,32.5
09-01-2026 14:00,Tamil Nadu,Madurai,103.03
15-09-2025 13:00,Gujarat,Rajkot,20.04
12-02-2025 17:00,Uttar Pradesh,Gorakhpur,10.23
02-08-2025 00:00,West Bengal,Howrah,15.38
23-12-2025 18:00,Tamil Nadu,Coimbatore,28.34
12-08-2025 16:00,Gujarat,Vadodara,32.02
09-04-2025 02:00,West Bengal,Kolkata,41.94
31-10-2025 06:00,Maharashtra,Nashik,34.13
31-05-2025 02:00,Tamil Nadu,Coimbatore,54.74
02-02-2025 05:00,Bihar,Gaya,31.21
10-10-2025 05:00,Karnataka,Bengaluru,18.58
03-01-2026 01:00,Gujarat,Bharuch,54.3
21-05-2025 22:00,Maharashtra,Mumbai,16.93
27-01-2025 17:00,West Bengal,Murshidabad,32.88
26-06-2025 09:00,Kerala,Kozhikode,19.8
08-06-2025 23:00,Assam,Dhemaji,47.47
21-06-2025 00:00,West Bengal,Howrah,98.85
18-02-2026 13:00,Odisha,Puri,43.49
16-02-2025 04:00,Odisha,Balasore,27.01
27-05-2025 23:00,Karnataka,Bengaluru,35.66
26-05-2025 15:00,Maharashtra,Mumbai,31.42
01-03-2025 04:00,West Bengal,Howrah,34.46
16-10-2025 11:00,West Bengal,Kolkata,22.43
11-06-2025 17:00,West Bengal,Malda,39.49
15-12-2025 01:00,West Bengal,Darjeeling,38.6
18-09-2025 05:00,Maharashtra,Pune,37.64
25-07-2025 18:00,Kerala,Thrissur,69.82
11-10-2025 06:00,Kerala,Kozhikode,57.35
22-11-2025 12:00,West Bengal,Malda,104.02124999999998
12-03-2025 00:00,Karnataka,Mangaluru,47.82
07-10-2025 19:00,Assam,Guwahati,10.85
27-01-2025 09:00,Kerala,Thrissur,34.18
18-04-2025 01:00,Gujarat,Vadodara,27.02
03-11-2025 15:00,Bihar,Patna,48.06
01-04-2025 06:00,Kerala,Kochi,104.02124999999998
07-12-2025 09:00,Odisha,Balasore,9.83
04-01-2026 13:00,Uttar Pradesh,Prayagraj,22.95
28-04-2025 17:00,Uttar Pradesh,Varanasi,28.65
20-06-2025 07:00,West Bengal,Murshidabad,54.25
18-09-2025 03:00,West Bengal,Malda,22.26
15-12-2025 12:00,Odisha,Cuttack,33.79
14-06-2025 05:00,Karnataka,Mysuru,48.64
18-01-2026 11:00,Tamil Nadu,Tiruppur,10.52
03-12-2025 11:00,Kerala,Kochi,19.69
19-01-2026 03:00,Gujarat,Surat,100.69
22-06-2025 00:00,Odisha,Cuttack,64.86
18-02-2025 20:00,Tamil Nadu,Madurai,46.74
28-12-2025 04:00,Maharashtra,Mumbai,29.38
25-06-2025 22:00,Gujarat,Surat,39.43
21-07-2025 10:00,Tamil Nadu,Madurai,14.98
18-04-2025 08:00,Assam,Guwahati,21.61
24-03-2025 21:00,Odisha,Kendrapara,23.0
18-10-2025 13:00,Uttar Pradesh,Kanpur,29.18
01-09-2025 04:00,Maharashtra,Nagpur,34.63
08-07-2025 20:00,Odisha,Kendrapara,35.54
14-05-2025 17:00,Bihar,Bhagalpur,17.02
10-06-2025 15:00,Assam,Dibrugarh,54.94
20-04-2025 12:00,West Bengal,Murshidabad,92.93
22-11-2025 03:00,Gujarat,Bharuch,26.96
28-02-2025 18:00,Gujarat,Ahmedabad,41.17
11-12-2025 01:00,Maharashtra,Nashik,31.0
04-11-2025 18:00,Kerala,Alappuzha,76.85
29-06-2025 07:00,Karnataka,Udupi,57.59
09-10-2025 06:00,Tamil Nadu,Thanjavur,104.02124999999998
01-10-2025 03:00,Maharashtra,Kolhapur,84.5
03-02-2025 23:00,Kerala,Kozhikode,104.02124999999998
11-04-2025 04:00,Tamil Nadu,Madurai,46.57
13-08-2025 21:00,Assam,Dibrugarh,5.46
19-02-2026 20:00,Odisha,Cuttack,23.49
30-03-2025 19:00,Uttar Pradesh,Lucknow,93.82
16-03-2025 21:00,Uttar Pradesh,Gorakhpur,47.99
09-05-2025 18:00,Karnataka,Bengaluru,31.21
24-06-2025 08:00,Karnataka,Udupi,19.64
10-07-2025 04:00,Kerala,Kozhikode,54.57
29-07-2025 14:00,West Bengal,Darjeeling,6.54
02-12-2025 08:00,Bihar,Darbhanga,9.8
06-01-2025 02:00,Karnataka,Kodagu,43.51
08-01-2025 11:00,West Bengal,Malda,33.89
21-01-2026 10:00,Odisha,Kendrapara,39.2
04-12-2025 07:00,Karnataka,Bengaluru,24.32
25-09-2025 21:00,West Bengal,Darjeeling,50.85
10-02-2026 17:00,Uttar Pradesh,Prayagraj,68.35
28-07-2025 00:00,Assam,Dhemaji,101.89
18-02-2025 05:00,Assam,Guwahati,47.88
11-01-2026 03:00,Gujarat,Rajkot,8.98
05-03-2025 20:00,Uttar Pradesh,Gorakhpur,26.37
10-01-2026 16:00,Odisha,Cuttack,13.33
24-11-2025 11:00,Uttar Pradesh,Lucknow,85.91
15-01-2026 14:00,Gujarat,Surat,36.22
05-03-2025 23:00,Maharashtra,Nagpur,27.2
21-01-2026 19:00,Bihar,Gaya,38.52
18-08-2025 21:00,Odisha,Bhubaneswar,20.78
19-04-2025 13:00,Assam,Barpeta,69.76
13-09-2025 07:00,Bihar,Muzaffarpur,59.03
16-01-2026 21:00,Assam,Dibrugarh,34.36
07-11-2025 18:00,Uttar Pradesh,Varanasi,28.7
01-04-2025 17:00,Tamil Nadu,Thanjavur,23.07
29-11-2025 22:00,Odisha,Kendrapara,43.08
08-04-2025 23:00,Bihar,Darbhanga,29.09
18-01-2026 09:00,Assam,Guwahati,23.03
26-05-2025 22:00,Kerala,Thrissur,8.7
30-03-2025 22:00,West Bengal,Howrah,75.68
03-03-2025 16:00,Odisha,Balasore,12.77
27-04-2025 09:00,Bihar,Patna,16.29
21-07-2025 19:00,Maharashtra,Kolhapur,29.79
12-02-2026 12:00,West Bengal,Howrah,30.29
18-02-2026 22:00,Uttar Pradesh,Gorakhpur,13.91
18-07-2025 10:00,Assam,Guwahati,14.4
27-10-2025 15:00,Assam,Jorhat,47.55
09-09-2025 17:00,West Bengal,Kolkata,18.39
06-02-2026 12:00,Kerala,Kochi,66.13
24-05-2025 13:00,Uttar Pradesh,Varanasi,7.7
06-12-2025 13:00,Kerala,Kozhikode,50.82
20-11-2025 13:00,Karnataka,Bengaluru,39.45
31-05-2025 20:00,Assam,Jorhat,22.01
23-03-2025 08:00,Uttar Pradesh,Varanasi,8.67
24-01-2025 03:00,Maharashtra,Mumbai,68.18
27-06-2025 16:00,Gujarat,Ahmedabad,33.59
18-02-2025 11:00,Karnataka,Kodagu,5.46
08-03-2025 00:00,Assam,Guwahati,35.56
14-09-2025 07:00,Maharashtra,Mumbai,15.43
10-02-2026 00:00,Assam,Dhemaji,57.3
01-09-2025 05:00,Odisha,Bhubaneswar,43.41
08-08-2025 05:00,West Bengal,Malda,26.26
07-08-2025 07:00,West Bengal,Murshidabad,24.87
26-11-2025 17:00,Kerala,Kochi,31.8
17-01-2026 18:00,Kerala,Kochi,71.48
08-03-2025 14:00,Bihar,Darbhanga,104.02124999999998
27-10-2025 06:00,Gujarat,Bharuch,73.14
13-01-2025 12:00,Assam,Dibrugarh,36.51
07-02-2026 12:00,Uttar Pradesh,Gorakhpur,8.25
17-10-2025 11:00,Odisha,Puri,11.64
08-06-2025 02:00,Kerala,Alappuzha,9.83
10-07-2025 12:00,Uttar Pradesh,Lucknow,49.43
30-06-2025 15:00,Maharashtra,Nashik,30.31
30-04-2025 02:00,West Bengal,Kolkata,21.18
26-08-2025 06:00,Uttar Pradesh,Gorakhpur,24.18
11-05-2025 22:00,Karnataka,Mysuru,102.14
26-02-2025 15:00,Tamil Nadu,Tiruppur,22.53
08-07-2025 21:00,Bihar,Muzaffarpur,25.72
11-02-2026 05:00,Uttar Pradesh,Varanasi,27.66
25-08-2025 23:00,Kerala,Thrissur,13.06
