incident_id,timestamp,state,district,zone,call_type,text,severity,hazard_type
ERSS-011382,2025-09-15 01:34:00,Karnataka,Bengaluru,ZONE-1,Flooding,"Flooding reported close to the river bank in Bengaluru, Karnataka. 11 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team and relief supplies.",HIGH,FLOOD
ERSS-011383,2025-10-27 02:27:00,Maharashtra,Nagpur,ZONE-3,Waterlogging,"Waterlogging reported on the national highway in Nagpur, Maharashtra. 17 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags and road clearance team.",HIGH,FLOOD
ERSS-011384,2025-07-24 11:47:00,Maharashtra,Pune,ZONE-1,Flooding,"Flooding reported in the old town area in Pune, Maharashtra. 10 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies and rescue boat.",HIGH,FLOOD
ERSS-011385,2026-01-17 15:41:00,Tamil Nadu,Madurai,ZONE-1,Rescue,"Rescue operation required in the low-lying area in Madurai, Tamil Nadu. 3 person(s) affected, no major injuries reported. Dispatch requested for rescue rope and ladder.",LOW,FLOOD
ERSS-011386,2025-10-15 23:34:00,Uttar Pradesh,Lucknow,ZONE-4,Rescue,"Rescue operation required on the national highway in Lucknow, Uttar Pradesh. 9 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-011387,2025-06-20 12:18:00,Karnataka,Udupi,ZONE-3,Flooding,"Flooding reported at the railway crossing in Udupi, Karnataka. 3 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-011388,2025-12-30 13:53:00,Gujarat,Vadodara,ZONE-1,Rescue,"Rescue operation required at the highway junction in Vadodara, Gujarat. 11 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF rescue team.",HIGH,FLOOD
ERSS-011389,2026-01-15 13:34:00,Bihar,Bhagalpur,ZONE-5,Waterlogging,"Waterlogging reported in a residential colony in Bhagalpur, Bihar. 2 person(s) affected, no major injuries reported. Dispatch requested for water pump.",LOW,FLOOD
ERSS-011390,2025-11-23 14:45:00,Odisha,Puri,ZONE-2,Flooding,"Flooding reported at the highway junction in Puri, Odisha. 2 person(s) affected, no major injuries reported. Dispatch requested for rescue boat.",LOW,FLOOD
ERSS-011391,2025-03-09 01:47:00,Gujarat,Bharuch,ZONE-3,Flooding,"Flooding reported near the village school in Bharuch, Gujarat. 6 people affected, minor injuries reported. Dispatch requested for relief supplies.",MEDIUM,FLOOD
ERSS-011392,2025-01-19 20:34:00,Tamil Nadu,Coimbatore,ZONE-5,Flooding,"Flooding reported near the village school in Coimbatore, Tamil Nadu. 1 person(s) affected, no major injuries reported. Dispatch requested for life jackets.",LOW,FLOOD
ERSS-011393,2025-09-11 09:37:00,Tamil Nadu,Tiruppur,ZONE-1,Rescue,"Rescue operation required in the hilly terrain in Tiruppur, Tamil Nadu. 11 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.",HIGH,FLOOD
ERSS-011394,2025-12-27 01:59:00,Gujarat,Ahmedabad,ZONE-2,Rescue,"Rescue operation required near the local market in Ahmedabad, Gujarat. 13 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-011395,2025-06-19 01:06:00,Assam,Jorhat,ZONE-3,Rescue,"Rescue operation required near the main bridge in Jorhat, Assam. 3 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-011396,2025-01-28 02:14:00,Tamil Nadu,Thanjavur,ZONE-4,Rescue,"Rescue operation required at the railway crossing in Thanjavur, Tamil Nadu. 16 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue rope and ladder and NDRF rescue team.",CRITICAL,FLOOD
ERSS-011397,2025-07-15 05:51:00,Karnataka,Kodagu,ZONE-1,Flooding,"Flooding reported in a residential colony in Kodagu, Karnataka. 14 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat.",HIGH,FLOOD
ERSS-011398,2025-10-10 05:09:00,Karnataka,Bengaluru,ZONE-1,Rescue,"Rescue operation required near the village school in Bengaluru, Karnataka. 9 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit.",HIGH,FLOOD
ERSS-011399,2025-11-19 19:29:00,West Bengal,Malda,ZONE-4,Road Blockage,"Road blockage reported in the riverside settlement in Malda, West Bengal. 20 people affected including elderly and children, some injuries reported. Dispatch requested for traffic police team and road clearance crew.",HIGH,FLOOD
ERSS-011400,2025-06-09 00:40:00,Tamil Nadu,Madurai,ZONE-5,Flooding,"Flooding reported in the riverside settlement in Madurai, Tamil Nadu. 2 person(s) affected, no major injuries reported. Dispatch requested for NDRF flood rescue team.",LOW,FLOOD
ERSS-011401,2025-01-20 12:55:00,Karnataka,Udupi,ZONE-1,Medical Emergency,"Medical emergency reported at the railway crossing in Udupi, Karnataka. 3 people affected, minor injuries reported. Dispatch requested for emergency medical team.",MEDIUM,FLOOD
ERSS-011402,2025-06-06 20:34:00,Tamil Nadu,Chennai,ZONE-1,Rescue,"Rescue operation required in a residential colony in Chennai, Tamil Nadu. 7 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-011403,2025-06-27 17:16:00,Assam,Guwahati,ZONE-1,Flooding,"Flooding reported in the old town area in Guwahati, Assam. 12 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies.",HIGH,FLOOD
ERSS-011404,2025-12-23 11:17:00,Maharashtra,Nagpur,ZONE-4,Medical Emergency,"Medical emergency reported in the hilly terrain in Nagpur, Maharashtra. 19 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-011405,2025-08-26 01:03:00,Gujarat,Vadodara,ZONE-4,Rescue,"Rescue operation required in the hilly terrain in Vadodara, Gujarat. 11 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-011406,2025-06-02 08:31:00,Bihar,Patna,ZONE-4,Road Blockage,"Road blockage reported near the village school in Patna, Bihar. 13 people affected including elderly and children, some injuries reported. Dispatch requested for traffic police team.",HIGH,FLOOD
ERSS-011407,2025-11-02 12:57:00,Tamil Nadu,Chennai,ZONE-3,Rescue,"Rescue operation required near the village school in Chennai, Tamil Nadu. 8 people affected, minor injuries reported. Dispatch requested for ambulance and rescue rope and ladder.",MEDIUM,FLOOD
ERSS-011408,2025-02-15 03:19:00,Tamil Nadu,Madurai,ZONE-4,Medical Emergency,"Medical emergency reported near the main bridge in Madurai, Tamil Nadu. 4 people affected, minor injuries reported. Dispatch requested for paramedic team and emergency medical team.",MEDIUM,FLOOD
ERSS-011409,2025-06-12 08:50:00,Uttar Pradesh,Prayagraj,ZONE-5,Rescue,"Rescue operation required in the hilly terrain in Prayagraj, Uttar Pradesh. 8 people affected, minor injuries reported. Dispatch requested for NDRF rescue team.",MEDIUM,FLOOD
ERSS-011410,2025-12-21 22:58:00,Kerala,Thrissur,ZONE-4,Flooding,"Flooding reported close to the river bank in Thrissur, Kerala. 1 person(s) affected, no major injuries reported. Dispatch requested for water pump and rescue boat.",LOW,FLOOD
ERSS-011411,2025-08-11 21:40:00,Maharashtra,Mumbai,ZONE-4,Waterlogging,"Waterlogging reported in the old town area in Mumbai, Maharashtra. 19 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team.",HIGH,FLOOD
ERSS-011412,2026-01-19 21:44:00,Karnataka,Udupi,ZONE-1,Rescue,"Rescue operation required in the low-lying area in Udupi, Karnataka. 44 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue rope and ladder.",CRITICAL,FLOOD
ERSS-011413,2025-08-27 18:44:00,Odisha,Bhubaneswar,ZONE-1,Waterlogging,"Waterlogging reported at the highway junction in Bhubaneswar, Odisha. 5 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-011414,2025-05-05 15:50:00,Karnataka,Mangaluru,ZONE-2,Rescue,"Rescue operation required near the village school in Mangaluru, Karnataka. 3 person(s) affected, no major injuries reported. Dispatch requested for ambulance.",LOW,FLOOD
ERSS-011415,2025-08-20 01:27:00,West Bengal,Murshidabad,ZONE-1,Flooding,"Flooding reported in the low-lying area in Murshidabad, West Bengal. 18 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat.",HIGH,FLOOD
ERSS-011416,2026-01-24 05:06:00,Bihar,Darbhanga,ZONE-5,Flooding,"Flooding reported at the railway crossing in Darbhanga, Bihar. 7 people affected, minor injuries reported. Dispatch requested for relief supplies.",MEDIUM,FLOOD
ERSS-011417,2025-01-03 02:09:00,Karnataka,Kodagu,ZONE-4,Rescue,"Rescue operation required near the local market in Kodagu, Karnataka. 19 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder and ambulance.",HIGH,FLOOD
ERSS-011418,2025-05-12 15:50:00,Assam,Dhemaji,ZONE-5,Waterlogging,"Waterlogging reported in a residential colony in Dhemaji, Assam. 2 person(s) affected, no major injuries reported. Dispatch requested for sandbags.",LOW,FLOOD
ERSS-011419,2025-09-03 20:46:00,West Bengal,Malda,ZONE-5,Rescue,"Rescue operation required in the low-lying area in Malda, West Bengal. 1 person(s) affected, no major injuries reported. Dispatch requested for NDRF rescue team.",LOW,FLOOD
ERSS-011420,2025-04-02 01:57:00,Maharashtra,Nagpur,ZONE-5,Rescue,"Rescue operation required near the main bridge in Nagpur, Maharashtra. 16 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance.",HIGH,FLOOD
ERSS-011421,2025-08-03 15:15:00,Bihar,Patna,ZONE-3,Medical Emergency,"Medical emergency reported in the low-lying area in Patna, Bihar. 8 people affected, minor injuries reported. Dispatch requested for paramedic team.",MEDIUM,FLOOD
ERSS-011422,2025-04-16 11:14:00,Karnataka,Kodagu,ZONE-3,Rescue,"Rescue operation required near the bus stand in Kodagu, Karnataka. 1 person(s) affected, no major injuries reported. Dispatch requested for ambulance and rescue rope and ladder.",LOW,FLOOD
ERSS-011423,2026-02-02 03:26:00,West Bengal,Howrah,ZONE-2,Rescue,"Rescue operation required in the hilly terrain in Howrah, West Bengal. 20 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder.",HIGH,FLOOD
ERSS-011424,2025-07-08 00:34:00,West Bengal,Howrah,ZONE-2,Waterlogging,"Waterlogging reported at the highway junction in Howrah, West Bengal. 12 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags and water pump.",HIGH,FLOOD
ERSS-011425,2025-01-31 15:42:00,Odisha,Puri,ZONE-1,Flooding,"Flooding reported in the riverside settlement in Puri, Odisha. 5 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-011426,2025-11-23 07:25:00,Assam,Barpeta,ZONE-5,Road Blockage,"Road blockage reported near the main bridge in Barpeta, Assam. 8 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance crew.",HIGH,FLOOD
ERSS-011427,2026-02-14 09:04:00,Assam,Jorhat,ZONE-4,Rescue,"Rescue operation required at the railway crossing in Jorhat, Assam. 2 person(s) affected, no major injuries reported. Dispatch requested for ambulance.",LOW,FLOOD
ERSS-011428,2025-09-29 08:48:00,Karnataka,Mysuru,ZONE-2,Flooding,"Flooding reported in the hilly terrain in Mysuru, Karnataka. 18 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets.",HIGH,FLOOD
ERSS-011429,2026-02-20 02:42:00,West Bengal,Darjeeling,ZONE-3,Rescue,"Rescue operation required on the national highway in Darjeeling, West Bengal. 16 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder.",HIGH,FLOOD
ERSS-011430,2026-02-16 07:34:00,Gujarat,Rajkot,ZONE-5,Medical Emergency,"Medical emergency reported at the highway junction in Rajkot, Gujarat. 36 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for paramedic team.",CRITICAL,FLOOD
ERSS-011431,2025-04-29 03:04:00,Odisha,Bhubaneswar,ZONE-4,Waterlogging,"Waterlogging reported near the bus stand in Bhubaneswar, Odisha. 26 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for sandbags and drainage team.",CRITICAL,FLOOD
ERSS-011432,2025-08-27 10:49:00,Maharashtra,Pune,ZONE-5,Flooding,"Flooding reported in the low-lying area in Pune, Maharashtra. 64 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for life jackets.",CRITICAL,FLOOD
ERSS-011433,2025-01-28 10:55:00,Tamil Nadu,Thanjavur,ZONE-5,Waterlogging,"Waterlogging reported near the main bridge in Thanjavur, Tamil Nadu. 7 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-011434,2025-01-19 20:37:00,Tamil Nadu,Coimbatore,ZONE-4,Flooding,"Flooding reported near the government hospital in Coimbatore, Tamil Nadu. 15 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-011435,2025-01-31 05:10:00,Maharashtra,Kolhapur,ZONE-2,Rescue,"Rescue operation required in the low-lying area in Kolhapur, Maharashtra. 8 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.",MEDIUM,FLOOD
ERSS-011436,2025-03-31 16:52:00,Maharashtra,Pune,ZONE-4,Waterlogging,"Waterlogging reported near the village school in Pune, Maharashtra. 18 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-011437,2026-01-09 18:27:00,Uttar Pradesh,Gorakhpur,ZONE-4,Waterlogging,"Waterlogging reported at the highway junction in Gorakhpur, Uttar Pradesh. 6 people affected, minor injuries reported. Dispatch requested for road clearance team.",MEDIUM,FLOOD
ERSS-011438,2025-07-31 10:32:00,Gujarat,Vadodara,ZONE-1,Rescue,"Rescue operation required at the highway junction in Vadodara, Gujarat. 2 person(s) affected, no major injuries reported. Dispatch requested for rescue rope and ladder.",LOW,FLOOD
ERSS-011439,2025-08-14 04:09:00,Tamil Nadu,Tiruppur,ZONE-5,Flooding,"Flooding reported at the highway junction in Tiruppur, Tamil Nadu. 11 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets.",HIGH,FLOOD
ERSS-011440,2025-02-15 12:30:00,Tamil Nadu,Coimbatore,ZONE-5,Waterlogging,"Waterlogging reported near the government hospital in Coimbatore, Tamil Nadu. 1 person(s) affected, no major injuries reported. Dispatch requested for sandbags.",LOW,FLOOD
ERSS-011441,2025-08-03 09:04:00,Assam,Jorhat,ZONE-4,Waterlogging,"Waterlogging reported in the hilly terrain in Jorhat, Assam. 20 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team and water pump.",HIGH,FLOOD
ERSS-011442,2025-03-20 01:27:00,Karnataka,Udupi,ZONE-4,Rescue,"Rescue operation required near the main bridge in Udupi, Karnataka. 4 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder and ambulance.",MEDIUM,FLOOD
ERSS-011443,2025-01-28 10:36:00,Tamil Nadu,Thanjavur,ZONE-3,Road Blockage,"Road blockage reported on the national highway in Thanjavur, Tamil Nadu. 10 people affected including elderly and children, some injuries reported. Dispatch requested for tow truck and traffic police team.",HIGH,FLOOD
ERSS-011444,2025-12-23 00:13:00,Maharashtra,Nagpur,ZONE-3,Flooding,"Flooding reported at the railway crossing in Nagpur, Maharashtra. 5 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-011445,2025-03-09 16:40:00,Odisha,Puri,ZONE-2,Waterlogging,"Waterlogging reported in the old town area in Puri, Odisha. 13 people affected including elderly and children, some injuries reported. Dispatch requested for water pump and road clearance team.",HIGH,FLOOD
ERSS-011446,2025-02-16 13:30:00,Odisha,Kendrapara,ZONE-2,Flooding,"Flooding reported near the bus stand in Kendrapara, Odisha. 12 people affected including elderly and children, some injuries reported. Dispatch requested for water pump.",HIGH,FLOOD
ERSS-011447,2025-05-08 22:53:00,Assam,Jorhat,ZONE-1,Waterlogging,"Waterlogging reported close to the river bank in Jorhat, Assam. 7 people affected, minor injuries reported. Dispatch requested for sandbags and drainage team.",MEDIUM,FLOOD
ERSS-011448,2025-07-28 17:05:00,West Bengal,Murshidabad,ZONE-5,Rescue,"Rescue operation required near the government hospital in Murshidabad, West Bengal. 12 people affected including elderly and children, some injuries reported. Dispatch requested for rescue rope and ladder and NDRF rescue team.",HIGH,FLOOD
ERSS-011449,2026-02-20 12:06:00,Bihar,Patna,ZONE-4,Flooding,"Flooding reported near the main bridge in Patna, Bihar. 4 people affected, minor injuries reported. Dispatch requested for rescue boat.",MEDIUM,FLOOD
ERSS-011450,2025-04-24 18:31:00,Tamil Nadu,Chennai,ZONE-1,Road Blockage,"Road blockage reported at the railway crossing in Chennai, Tamil Nadu. 8 people affected including elderly and children, some injuries reported. Dispatch requested for traffic police team.",HIGH,FLOOD
ERSS-011451,2025-05-21 05:39:00,Tamil Nadu,Chennai,ZONE-2,Waterlogging,"Waterlogging reported in a residential colony in Chennai, Tamil Nadu. 14 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-011452,2025-09-21 16:49:00,Assam,Barpeta,ZONE-1,Medical Emergency,"Medical emergency reported near the village school in Barpeta, Assam. 3 person(s) affected, no major injuries reported. Dispatch requested for medical first-aid kit.",LOW,FLOOD
ERSS-011453,2025-03-11 10:24:00,Assam,Guwahati,ZONE-2,Medical Emergency,"Medical emergency reported near the bus stand in Guwahati, Assam. 15 people affected including elderly and children, some injuries reported. Dispatch requested for ambulance and paramedic team.",HIGH,FLOOD
ERSS-011454,2026-02-10 00:44:00,Assam,Dhemaji,ZONE-1,Rescue,"Rescue operation required in the riverside settlement in Dhemaji, Assam. 15 people affected including elderly and children, some injuries reported. Dispatch requested for fire and rescue unit and rescue rope and ladder.",HIGH,FLOOD
ERSS-011455,2025-09-18 23:24:00,Assam,Jorhat,ZONE-2,Flooding,"Flooding reported close to the river bank in Jorhat, Assam. 7 people affected, minor injuries reported. Dispatch requested for life jackets.",MEDIUM,FLOOD
ERSS-011456,2025-04-05 04:08:00,Tamil Nadu,Coimbatore,ZONE-3,Flooding,"Flooding reported in the hilly terrain in Coimbatore, Tamil Nadu. 9 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team.",HIGH,FLOOD
ERSS-011457,2025-07-20 18:04:00,Assam,Guwahati,ZONE-5,Flooding,"Flooding reported in a residential colony in Guwahati, Assam. 1 person(s) affected, no major injuries reported. Dispatch requested for water pump.",LOW,FLOOD
ERSS-011458,2025-07-27 18:18:00,Assam,Dhemaji,ZONE-4,Waterlogging,"Waterlogging reported at the highway junction in Dhemaji, Assam. 16 people affected including elderly and children, some injuries reported. Dispatch requested for sandbags.",HIGH,FLOOD
ERSS-011459,2025-11-15 14:06:00,Gujarat,Surat,ZONE-2,Medical Emergency,"Medical emergency reported in the low-lying area in Surat, Gujarat. 52 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for medical first-aid kit and paramedic team.",CRITICAL,FLOOD
ERSS-011460,2025-12-08 07:07:00,Kerala,Kochi,ZONE-1,Waterlogging,"Waterlogging reported near the industrial area in Kochi, Kerala. 15 people affected including elderly and children, some injuries reported. Dispatch requested for road clearance team.",HIGH,FLOOD
ERSS-011461,2026-01-26 14:29:00,Assam,Dibrugarh,ZONE-2,Waterlogging,"Waterlogging reported in the low-lying area in Dibrugarh, Assam. 4 people affected, minor injuries reported. Dispatch requested for sandbags.",MEDIUM,FLOOD
ERSS-011462,2025-09-21 10:54:00,Maharashtra,Kolhapur,ZONE-1,Flooding,"Flooding reported near the local market in Kolhapur, Maharashtra. 71 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF flood rescue team and water pump.",CRITICAL,FLOOD
ERSS-011463,2026-02-21 01:17:00,Kerala,Kochi,ZONE-5,Flooding,"Flooding reported on the national highway in Kochi, Kerala. 14 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets and water pump.",HIGH,FLOOD
ERSS-011464,2025-04-08 18:05:00,Uttar Pradesh,Varanasi,ZONE-4,Rescue,"Rescue operation required near the village school in Varanasi, Uttar Pradesh. 4 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder and fire and rescue unit.",MEDIUM,FLOOD
ERSS-011465,2025-12-25 13:05:00,Assam,Jorhat,ZONE-2,Flooding,"Flooding reported close to the river bank in Jorhat, Assam. 46 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF flood rescue team.",CRITICAL,FLOOD
ERSS-011466,2025-03-12 14:11:00,Tamil Nadu,Coimbatore,ZONE-5,Rescue,"Rescue operation required near the local market in Coimbatore, Tamil Nadu. 3 people affected, minor injuries reported. Dispatch requested for ambulance and rescue rope and ladder.",MEDIUM,FLOOD
ERSS-011467,2025-03-04 13:45:00,Maharashtra,Kolhapur,ZONE-5,Flooding,"Flooding reported close to the river bank in Kolhapur, Maharashtra. 19 people affected including elderly and children, some injuries reported. Dispatch requested for NDRF flood rescue team.",HIGH,FLOOD
ERSS-011468,2025-08-08 16:48:00,Bihar,Patna,ZONE-2,Waterlogging,"Waterlogging reported in the low-lying area in Patna, Bihar. 4 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-011469,2025-07-10 21:19:00,Assam,Dhemaji,ZONE-4,Flooding,"Flooding reported in a residential colony in Dhemaji, Assam. 17 people affected including elderly and children, some injuries reported. Dispatch requested for relief supplies and water pump.",HIGH,FLOOD
ERSS-011470,2025-01-03 10:30:00,West Bengal,Kolkata,ZONE-4,Waterlogging,"Waterlogging reported near the local market in Kolkata, West Bengal. 6 people affected, minor injuries reported. Dispatch requested for road clearance team and drainage team.",MEDIUM,FLOOD
ERSS-011471,2025-10-21 18:48:00,Karnataka,Kodagu,ZONE-5,Flooding,"Flooding reported near the bus stand in Kodagu, Karnataka. 6 people affected, minor injuries reported. Dispatch requested for rescue boat and life jackets.",MEDIUM,FLOOD
ERSS-011472,2025-09-21 16:30:00,Assam,Barpeta,ZONE-4,Flooding,"Flooding reported near the main bridge in Barpeta, Assam. 8 people affected, minor injuries reported. Dispatch requested for water pump.",MEDIUM,FLOOD
ERSS-011473,2025-12-10 08:17:00,Uttar Pradesh,Varanasi,ZONE-3,Rescue,"Rescue operation required in the hilly terrain in Varanasi, Uttar Pradesh. 44 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for NDRF rescue team.",CRITICAL,FLOOD
ERSS-011474,2025-08-28 11:13:00,Karnataka,Bengaluru,ZONE-4,Rescue,"Rescue operation required close to the river bank in Bengaluru, Karnataka. 2 person(s) affected, no major injuries reported. Dispatch requested for NDRF rescue team.",LOW,FLOOD
ERSS-011475,2025-03-13 09:16:00,Kerala,Kottayam,ZONE-4,Waterlogging,"Waterlogging reported in the low-lying area in Kottayam, Kerala. 6 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-011476,2026-02-11 09:55:00,West Bengal,Darjeeling,ZONE-5,Road Blockage,"Road blockage reported on the national highway in Darjeeling, West Bengal. 2 person(s) affected, no major injuries reported. Dispatch requested for earthmover (JCB).",LOW,FLOOD
ERSS-011477,2025-08-26 08:21:00,Karnataka,Bengaluru,ZONE-3,Rescue,"Rescue operation required in the old town area in Bengaluru, Karnataka. 24 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for ambulance.",CRITICAL,FLOOD
ERSS-011478,2025-09-14 07:27:00,Maharashtra,Mumbai,ZONE-4,Waterlogging,"Waterlogging reported near the bus stand in Mumbai, Maharashtra. 2 person(s) affected, no major injuries reported. Dispatch requested for road clearance team.",LOW,FLOOD
ERSS-011479,2025-07-16 05:39:00,Maharashtra,Nagpur,ZONE-5,Rescue,"Rescue operation required in the riverside settlement in Nagpur, Maharashtra. 4 people affected, minor injuries reported. Dispatch requested for rescue rope and ladder.",MEDIUM,FLOOD
ERSS-011480,2025-10-26 00:08:00,Kerala,Kozhikode,ZONE-2,Flooding,"Flooding reported near the government hospital in Kozhikode, Kerala. 20 people affected including elderly and children, some injuries reported. Dispatch requested for water pump and rescue boat.",HIGH,FLOOD
ERSS-011481,2026-01-17 04:46:00,Tamil Nadu,Tiruppur,ZONE-1,Road Blockage,"Road blockage reported in the old town area in Tiruppur, Tamil Nadu. 16 people affected including elderly and children, some injuries reported. Dispatch requested for tow truck.",HIGH,FLOOD
ERSS-011482,2025-09-03 00:26:00,West Bengal,Howrah,ZONE-5,Waterlogging,"Waterlogging reported near the bus stand in Howrah, West Bengal. 8 people affected including elderly and children, some injuries reported. Dispatch requested for drainage team and water pump.",HIGH,FLOOD
ERSS-011483,2025-11-27 02:04:00,Bihar,Bhagalpur,ZONE-1,Flooding,"Flooding reported in the low-lying area in Bhagalpur, Bihar. 3 person(s) affected, no major injuries reported. Dispatch requested for relief supplies and rescue boat.",LOW,FLOOD
ERSS-011484,2025-04-01 04:14:00,Uttar Pradesh,Prayagraj,ZONE-5,Flooding,"Flooding reported near the industrial area in Prayagraj, Uttar Pradesh. 6 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-011485,2025-09-21 07:53:00,Assam,Dibrugarh,ZONE-2,Rescue,"Rescue operation required near the government hospital in Dibrugarh, Assam. 6 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-011486,2025-02-07 01:10:00,Bihar,Muzaffarpur,ZONE-4,Flooding,"Flooding reported in the riverside settlement in Muzaffarpur, Bihar. 71 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for rescue boat.",CRITICAL,FLOOD
ERSS-011487,2025-01-12 19:43:00,Karnataka,Mangaluru,ZONE-2,Flooding,"Flooding reported near the bus stand in Mangaluru, Karnataka. 80 people trapped/affected, multiple injuries reported, urgent evacuation needed. Dispatch requested for water pump and NDRF flood rescue team.",CRITICAL,FLOOD
ERSS-011488,2025-12-10 17:38:00,Uttar Pradesh,Gorakhpur,ZONE-1,Flooding,"Flooding reported in the old town area in Gorakhpur, Uttar Pradesh. 8 people affected, minor injuries reported. Dispatch requested for life jackets and rescue boat.",MEDIUM,FLOOD
ERSS-011489,2025-02-23 20:02:00,Kerala,Thrissur,ZONE-3,Rescue,"Rescue operation required in the low-lying area in Thrissur, Kerala. 5 people affected, minor injuries reported. Dispatch requested for ambulance.",MEDIUM,FLOOD
ERSS-011490,2026-01-27 10:46:00,Assam,Guwahati,ZONE-4,Waterlogging,"Waterlogging reported close to the river bank in Guwahati, Assam. 6 people affected, minor injuries reported. Dispatch requested for drainage team.",MEDIUM,FLOOD
ERSS-011491,2025-03-03 07:15:00,Odisha,Kendrapara,ZONE-5,Waterlogging,"Waterlogging reported near the industrial area in Kendrapara, Odisha. 5 people affected, minor injuries reported. Dispatch requested for road clearance team.",MEDIUM,FLOOD
ERSS-011492,2026-02-01 16:46:00,Assam,Jorhat,ZONE-2,Flooding,"Flooding reported near the village school in Jorhat, Assam. 3 people affected, minor injuries reported. Dispatch requested for NDRF flood rescue team.",MEDIUM,FLOOD
ERSS-011493,2025-02-14 05:38:00,Tamil Nadu,Chennai,ZONE-1,Flooding,"Flooding reported in the low-lying area in Chennai, Tamil Nadu. 10 people affected including elderly and children, some injuries reported. Dispatch requested for rescue boat.",HIGH,FLOOD
ERSS-011494,2025-11-07 20:06:00,Assam,Guwahati,ZONE-3,Medical Emergency,"Medical emergency reported near the government hospital in Guwahati, Assam. 11 people affected including elderly and children, some injuries reported. Dispatch requested for medical first-aid kit and ambulance.",HIGH,FLOOD
ERSS-011495,2025-12-07 17:05:00,Maharashtra,Kolhapur,ZONE-2,Flooding,"Flooding reported near the main bridge in Kolhapur, Maharashtra. 13 people affected including elderly and children, some injuries reported. Dispatch requested for life jackets and NDRF flood rescue team.",HIGH,FLOOD
