record_id,source_document,page_number,section,disaster_phase,hazard_type,responsible_agency,action_type,action_text,keywords,text_clean
SOP_000122,DISMGPLAN_SOP,29,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Response,General_Disaster,DDMA; SDMA; State Government,Relief,"Different central ministries and departments will provide emergency support to the response effort as per request from the State Government. It may be noted that the SDMA, Department of Revenue or Commissioner of Relief (as applicable) is the nodal agency for coordination of disaster response. The various agencies whose responsibilities are defined in detailed DM plans for the state and district will be responsible specific response measures. The DDMA is the nodal agency for coordination of response at district level supported by other district level agencies. The department wise specific activities at central ministries and state government are summarised in matrix providing clarity to the roles and responsibilities of various agencies.","activities, agencies, agency, applicable, central, clarity, commissioner, coordination, ddma, defined, department, departments, detailed, different, disaster, district, effort, emergency, government, level, matrix, measures, ministries, nodal, noted, other, plans, provide, providing, relief, request, response, responsibilities, responsible, revenue, roles, sdma, specific, state, summarised, support, supported, various, whose, wise","Different central ministries and departments will provide emergency support to the response effort as per request from the State Government. It may be noted that the SDMA, Department of Revenue or Commissioner of Relief (as applicable) is the nodal agency for coordination of disaster response. The various agencies whose responsibilities are defined in detailed DM plans for the state and district will be responsible specific response measures. The DDMA is the nodal agency for coordination of response at district level supported by other district level agencies. The department wise specific activities at central ministries and state government are summarised in matrix providing clarity to the roles and responsibilities of various agencies."
SOP_000123,DISMGPLAN_SOP,29,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,Recovery and Building Back Better,"back, better, building, recovery",Recovery and Building Back Better
SOP_000124,DISMGPLAN_SOP,29,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Recovery,General_Disaster,Not_Explicitly_Specified,Communication,"Globally, the approach towards post-disaster restoration and rehabilitation has shifted to one of betterment reconstruction. While disasters result in considerable disruption of normal life, enormous suffering, loss of lives and property, global efforts consider the recovery, rehabilitation and reconstruction phase as an opportunity to build back better integrating disaster risk reduction into development measures, and making communities resilient to disasters. BBB is not limited to the built environment and has a wide applicability encompassing the economy, societal systems, institutions, and environment. The Sendai Framework envisages that the stakeholders will be prepared for BBB after a disaster. Existing mechanisms may require strengthening in order to provide effective support and achieve better implementation. Disaster recovery tends to be very difficult and long-drawn out. The reconstruction will vary depending on the actual disaster, location,","achieve, actual, after, applicability, approach, back, better, betterment, build, built, communities, consider, considerable, depending, development, difficult, disaster, disasters, disruption, drawn, economy, effective, efforts, encompassing, enormous, environment, envisages, existing, framework, global, globally, implementation, institutions, integrating, life, limited, lives, location, long, loss, making, measures, mechanisms, normal, opportunity, order, phase, post, prepared, property, provide, reconstruction, recovery, reduction, rehabilitation, require, resilient, restoration, result, risk, sendai, shifted, societal, stakeholders, strengthening, suffering, support, systems, tends, towards, vary, very, while, wide","Globally, the approach towards post-disaster restoration and rehabilitation has shifted to one of betterment reconstruction. While disasters result in considerable disruption of normal life, enormous suffering, loss of lives and property, global efforts consider the recovery, rehabilitation and reconstruction phase as an opportunity to build back better integrating disaster risk reduction into development measures, and making communities resilient to disasters. BBB is not limited to the built environment and has a wide applicability encompassing the economy, societal systems, institutions, and environment. The Sendai Framework envisages that the stakeholders will be prepared for BBB after a disaster. Existing mechanisms may require strengthening in order to provide effective support and achieve better implementation. Disaster recovery tends to be very difficult and long-drawn out. The reconstruction will vary depending on the actual disaster, location,"
SOP_000125,DISMGPLAN_SOP,29,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Relief,General_Disaster,SDMA,Relief,"1Where ever SDMA is used, unless otherwise mentioned, it stands for the nodal agency of the state, which may be SDMA, or others such as the Commissioner of Relief, or the Department of Revenue, as applicable to the particular state.","agency, applicable, commissioner, department, ever, mentioned, nodal, others, otherwise, particular, relief, revenue, sdma, stands, state, unless, used","1Where ever SDMA is used, unless otherwise mentioned, it stands for the nodal agency of the state, which may be SDMA, or others such as the Commissioner of Relief, or the Department of Revenue, as applicable to the particular state."
SOP_000126,DISMGPLAN_SOP,30,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Authority XVI,"authority, disaster, management, national",National Disaster Management Authority XVI
SOP_000127,DISMGPLAN_SOP,30,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Recovery,General_Disaster,Not_Explicitly_Specified,General_Procedure,"pre-disaster conditions, and the potentialities that emerge at that point of time. The NDMP provides a generalized framework for recovery since it is not possible to anticipate all the possible elements of betterment reconstruction.","anticipate, betterment, conditions, disaster, elements, emerge, framework, generalized, ndmp, point, possible, potentialities, provides, reconstruction, recovery, since, time","pre-disaster conditions, and the potentialities that emerge at that point of time. The NDMP provides a generalized framework for recovery since it is not possible to anticipate all the possible elements of betterment reconstruction."
SOP_000128,DISMGPLAN_SOP,30,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Multi_Hazard,Not_Explicitly_Specified,Communication; Resource_Management,"Capacity development covers strengthening of institutions, mechanisms, and capacities of all stakeholders at all levels. The plan recognizes the need for a strategic approach to capacity development and the need for enthusiastic participation of various stakeholders to make it effective. The plan addresses the challenge of putting in place appropriate institutional framework, management systems and allocation of resources for efficient prevention and handling of disasters. The planning needs of capacity development are described for all the four aspects of disaster management:","addresses, allocation, approach, appropriate, aspects, capacities, capacity, challenge, covers, described, development, disaster, disasters, effective, efficient, enthusiastic, four, framework, handling, institutional, institutions, levels, make, management, mechanisms, need, needs, participation, place, plan, planning, prevention, putting, recognizes, resources, stakeholders, strategic, strengthening, systems, various","Capacity development covers strengthening of institutions, mechanisms, and capacities of all stakeholders at all levels. The plan recognizes the need for a strategic approach to capacity development and the need for enthusiastic participation of various stakeholders to make it effective. The plan addresses the challenge of putting in place appropriate institutional framework, management systems and allocation of resources for efficient prevention and handling of disasters. The planning needs of capacity development are described for all the four aspects of disaster management:"
SOP_000129,DISMGPLAN_SOP,30,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,General_Disaster,Not_Explicitly_Specified,Preparedness,a) Prevention or mitigation to reduce risk from hazards b) Preparedness for response c) Effective response when disaster occurs d) Ability to recover and build back better,"ability, back, better, build, disaster, effective, hazards, mitigation, occurs, preparedness, prevention, recover, reduce, response, risk, when",a) Prevention or mitigation to reduce risk from hazards b) Preparedness for response c) Effective response when disaster occurs d) Ability to recover and build back better
SOP_000130,DISMGPLAN_SOP,30,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Response,Multi_Hazard,State Government,Relief; Search_and_Rescue,"The financing of disaster relief has been an important aspect of federal fiscal relations. The primary responsibility for undertaking rescue, relief, and rehabilitation measures during a disaster lies with the State Governments. The Union Government supplements their efforts through logistic and financial support. The DM Act 2005 provides the legal framework for disaster management and all related matters, including the financial aspects. The Act envisages the constitution of two types of funds: response and mitigation, which are to be set up at the national, state and district levels. Thus, for disaster response, the Act envisages a National Disaster Response Fund, a State Disaster Response Fund in each State and, within the States, a District Disaster Response Fund in each district. Similarly, the Act envisages a National Disaster Mitigation Fund, State Disaster Mitigation Fund and District Disaster Mitigation Fund for disaster mitigation. Section 47 of the DM Act 2005, pertaining to setting up of the National Disaster Mitigation Fund, has not been notified by the Government so far. The financing of the entire disaster management cycle will be as per norms set by the Government of India. The disaster risk reduction will be achieved by mainstreaming the requirements into the developmental plans.","achieved, aspect, aspects, constitution, cycle, developmental, disaster, district, during, each, efforts, entire, envisages, federal, financial, financing, fiscal, framework, fund, funds, government, governments, important, including, india, legal, levels, lies, logistic, mainstreaming, management, matters, measures, mitigation, national, norms, notified, pertaining, plans, primary, provides, reduction, rehabilitation, related, relations, relief, requirements, rescue, response, responsibility, risk, section, setting, similarly, state, states, supplements, support, through, thus, types, undertaking, union, within","The financing of disaster relief has been an important aspect of federal fiscal relations. The primary responsibility for undertaking rescue, relief, and rehabilitation measures during a disaster lies with the State Governments. The Union Government supplements their efforts through logistic and financial support. The DM Act 2005 provides the legal framework for disaster management and all related matters, including the financial aspects. The Act envisages the constitution of two types of funds: response and mitigation, which are to be set up at the national, state and district levels. Thus, for disaster response, the Act envisages a National Disaster Response Fund, a State Disaster Response Fund in each State and, within the States, a District Disaster Response Fund in each district. Similarly, the Act envisages a National Disaster Mitigation Fund, State Disaster Mitigation Fund and District Disaster Mitigation Fund for disaster mitigation. Section 47 of the DM Act 2005, pertaining to setting up of the National Disaster Mitigation Fund, has not been notified by the Government so far. The financing of the entire disaster management cycle will be as per norms set by the Government of India. The disaster risk reduction will be achieved by mainstreaming the requirements into the developmental plans."
SOP_000131,DISMGPLAN_SOP,30,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,General_Disaster,Not_Explicitly_Specified,Preparedness,"The NDMP has ten chapters starting with the introduction to the plan. The second chapter gives a summary of the ‘Hazard Risk and Vulnerability Profile’ of India. The third chapter – ‘Reducing Risk; Enhancing Resilience’ – presents the planning framework aimed at significant reduction in disaster risk and considerably enhance resilience to various disasters. The fourth chapter covers the planning needs for preparedness and response. The fifth focuses on strengthening disaster risk governance. The sixth chapter is on the planning needs for effective recovery and successful building back better. The seventh chapter summarizes planning needs for ‘Capacity Development’ articulated in the plan. The eighth chapter dwells on ‘Financial Arrangements’ and the ninth is ‘International Cooperation’. The tenth and the last chapter, is ‘Maintaining and Updating the Plan’.","aimed, arrangements, articulated, back, better, building, capacity, chapter, chapters, considerably, cooperation, covers, development, disaster, disasters, dwells, effective, eighth, enhance, enhancing, fifth, financial, focuses, fourth, framework, gives, governance, hazard, india, international, introduction, last, maintaining, ndmp, needs, ninth, plan, planning, preparedness, presents, profile, recovery, reducing, reduction, resilience, response, risk, second, seventh, significant, sixth, starting, strengthening, successful, summarizes, summary, tenth, third, updating, various, vulnerability","The NDMP has ten chapters starting with the introduction to the plan. The second chapter gives a summary of the ‘Hazard Risk and Vulnerability Profile’ of India. The third chapter – ‘Reducing Risk; Enhancing Resilience’ – presents the planning framework aimed at significant reduction in disaster risk and considerably enhance resilience to various disasters. The fourth chapter covers the planning needs for preparedness and response. The fifth focuses on strengthening disaster risk governance. The sixth chapter is on the planning needs for effective recovery and successful building back better. The seventh chapter summarizes planning needs for ‘Capacity Development’ articulated in the plan. The eighth chapter dwells on ‘Financial Arrangements’ and the ninth is ‘International Cooperation’. The tenth and the last chapter, is ‘Maintaining and Updating the Plan’."
SOP_000132,DISMGPLAN_SOP,31,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Plan 1 1 Introduction 1.1 Rationale,"disaster, introduction, management, national, plan, rationale",National Disaster Management Plan 1 1 Introduction 1.1 Rationale
SOP_000133,DISMGPLAN_SOP,31,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,"The National Disaster Management Plan (NDMP) provides a framework and direction to the government agencies for all phases of disaster management cycle (Figure 1-1). The NDMP is a “dynamic document” in the sense that it will be periodically improved keeping up with the global best practices and knowledge base in disaster management. It is in accordance with the provisions of the Disaster Management Act 2005, the guidance given in the National Policy on Disaster Management 2009 (NPDM), and the established national practices. Relevant agencies – central or state – will carry out disaster management activities in different phases in the disaster-affected areas depending on the type and scale of disaster.","accordance, activities, affected, agencies, areas, base, best, carry, central, cycle, depending, different, direction, disaster, document, dynamic, established, figure, framework, given, global, government, guidance, improved, keeping, knowledge, management, national, ndmp, npdm, periodically, phases, plan, policy, practices, provides, provisions, relevant, scale, sense, state, type","The National Disaster Management Plan (NDMP) provides a framework and direction to the government agencies for all phases of disaster management cycle (Figure 1-1). The NDMP is a “dynamic document” in the sense that it will be periodically improved keeping up with the global best practices and knowledge base in disaster management. It is in accordance with the provisions of the Disaster Management Act 2005, the guidance given in the National Policy on Disaster Management 2009 (NPDM), and the established national practices. Relevant agencies – central or state – will carry out disaster management activities in different phases in the disaster-affected areas depending on the type and scale of disaster."
SOP_000134,DISMGPLAN_SOP,31,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Multi_Hazard,Central Government; State Government,Resource_Management,"Figure 1-1: Disaster management cycle Within each state, the state government is primarily responsible for disaster. However, in situations where the resources of the state are inadequate to cope effectively with the situation, the State Government can seek assistance from the Central Government. In addition, there may be situations in which the Central Government will have direct responsibilities in certain aspects of disaster management. While the NDMP pertains to both these exigencies, in most cases the role of central agencies will be to support the respective state governments. Barring exceptional circumstances, the state governments will deploy the first responders and carry out other activities pertaining to disaster management.","activities, addition, agencies, aspects, assistance, barring, both, carry, cases, central, certain, circumstances, cope, cycle, deploy, direct, disaster, each, effectively, exceptional, exigencies, figure, first, government, governments, however, inadequate, management, most, ndmp, other, pertaining, pertains, primarily, resources, respective, responders, responsibilities, responsible, role, seek, situation, situations, state, support, while, within","Figure 1-1: Disaster management cycle Within each state, the state government is primarily responsible for disaster. However, in situations where the resources of the state are inadequate to cope effectively with the situation, the State Government can seek assistance from the Central Government. In addition, there may be situations in which the Central Government will have direct responsibilities in certain aspects of disaster management. While the NDMP pertains to both these exigencies, in most cases the role of central agencies will be to support the respective state governments. Barring exceptional circumstances, the state governments will deploy the first responders and carry out other activities pertaining to disaster management."
SOP_000135,DISMGPLAN_SOP,31,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,Multi_Hazard,Not_Explicitly_Specified,Preparedness,"The NDMP provides a framework covering all aspects of the disaster management cycle. It covers disaster risk reduction, mitigation, preparedness, response, recovery, and betterment Pre- Disaster Preparedness Mitigation: Prevention & Risk Reduction Response Disaster Recovery Post- Disaster","aspects, betterment, covering, covers, cycle, disaster, framework, management, mitigation, ndmp, post, preparedness, prevention, provides, recovery, reduction, response, risk","The NDMP provides a framework covering all aspects of the disaster management cycle. It covers disaster risk reduction, mitigation, preparedness, response, recovery, and betterment Pre- Disaster Preparedness Mitigation: Prevention & Risk Reduction Response Disaster Recovery Post- Disaster"
SOP_000136,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Authority 2,"authority, disaster, management, national",National Disaster Management Authority 2
SOP_000137,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Recovery,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,"reconstruction. It recognises that effective disaster management necessitates a comprehensive framework encompassing multiple hazards. The NDMP incorporates an integrated approach that ensures the involvement of government agencies, numerous other relevant organisations, private sector participants, and local communities.","agencies, approach, communities, comprehensive, disaster, effective, encompassing, ensures, framework, government, hazards, incorporates, integrated, involvement, local, management, multiple, ndmp, necessitates, numerous, organisations, other, participants, private, recognises, reconstruction, relevant, sector","reconstruction. It recognises that effective disaster management necessitates a comprehensive framework encompassing multiple hazards. The NDMP incorporates an integrated approach that ensures the involvement of government agencies, numerous other relevant organisations, private sector participants, and local communities."
SOP_000138,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,Multi_Hazard,Not_Explicitly_Specified,Preparedness,"The NDMP recognizes the need to minimize, if not eliminate, any ambiguity in the responsibility framework. It, therefore, specifies who is responsible for what at different stages of managing disasters. The NDMP is envisaged as ready for activation at all times in response to an emergency in any part of the country. It is designed in such a way that it can be implemented as needed on a flexible and scalable manner in all phases of disaster management: a) mitigation (prevention and risk reduction), b) preparedness, c) response and d) recovery (immediate restoration to long-term betterment reconstruction).","activation, ambiguity, betterment, country, designed, different, disaster, disasters, eliminate, emergency, envisaged, flexible, framework, immediate, implemented, long, management, managing, manner, minimize, mitigation, ndmp, need, needed, part, phases, preparedness, prevention, ready, recognizes, reconstruction, recovery, reduction, response, responsibility, responsible, restoration, risk, scalable, specifies, stages, term, therefore, times, what","The NDMP recognizes the need to minimize, if not eliminate, any ambiguity in the responsibility framework. It, therefore, specifies who is responsible for what at different stages of managing disasters. The NDMP is envisaged as ready for activation at all times in response to an emergency in any part of the country. It is designed in such a way that it can be implemented as needed on a flexible and scalable manner in all phases of disaster management: a) mitigation (prevention and risk reduction), b) preparedness, c) response and d) recovery (immediate restoration to long-term betterment reconstruction)."
SOP_000139,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,Multi_Hazard,State Government,Preparedness; Resource_Management,"The NDMP provides a framework with role clarity for rapid mobilization of resources and effective disaster management by the Central and State Governments in India. While it focuses primarily on the needs of the government agencies, it envisages all those involved in disaster management including communities and non-government agencies as potential users. The NDMP provides a well- defined framework for disaster management covering scope of work and roles of relevant agencies along with their responsibilities and accountability necessary to ensure effective mitigation, develop preparedness, and mobilize adequate response.","accountability, adequate, agencies, along, central, clarity, communities, covering, defined, develop, disaster, effective, ensure, envisages, focuses, framework, government, governments, including, india, involved, management, mitigation, mobilization, mobilize, ndmp, necessary, needs, potential, preparedness, primarily, provides, rapid, relevant, resources, response, responsibilities, role, roles, scope, state, users, well, while, work","The NDMP provides a framework with role clarity for rapid mobilization of resources and effective disaster management by the Central and State Governments in India. While it focuses primarily on the needs of the government agencies, it envisages all those involved in disaster management including communities and non-government agencies as potential users. The NDMP provides a well- defined framework for disaster management covering scope of work and roles of relevant agencies along with their responsibilities and accountability necessary to ensure effective mitigation, develop preparedness, and mobilize adequate response."
SOP_000140,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,"Make India disaster resilient, achieve substantial disaster risk reduction, and significantly decrease the losses of life, livelihoods, and assets – economic, physical, social, cultural, and environmental – by maximizing the ability to cope with disasters at all levels of administration as well as among communities.","ability, achieve, administration, among, assets, communities, cope, cultural, decrease, disaster, disasters, economic, environmental, india, levels, life, livelihoods, losses, make, maximizing, physical, reduction, resilient, risk, significantly, social, substantial, well","Make India disaster resilient, achieve substantial disaster risk reduction, and significantly decrease the losses of life, livelihoods, and assets – economic, physical, social, cultural, and environmental – by maximizing the ability to cope with disasters at all levels of administration as well as among communities."
SOP_000141,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,Multi_Hazard,Not_Explicitly_Specified,Preparedness,"Section 11 of the DM Act 2005 mandates that there shall be a National Disaster Management Plan (NDMP) for the whole of India. The proposed NDMP complies with the National Policy on Disaster Management (NPDM) of 2009 and conforms to the provisions of the DM Act making it mandatory for the Government of India and various central ministries to have adequate DM plans. While the national plan will pertain to the disaster management for the whole of the country, the hazard- specific nodal ministries and departments notified by the Government of India will prepare detailed DM plans specific to the disaster assigned. As per Section 37 of the DM Act, every ministry and department of the Government of India, including the hazard-specific nodal ministries, shall prepare comprehensive DM plans detailing how each of them will contribute to the national efforts in the domains of disaster prevention, preparedness, response, and recovery.","adequate, assigned, central, complies, comprehensive, conforms, contribute, country, department, departments, detailed, detailing, disaster, domains, each, efforts, every, government, hazard, including, india, making, management, mandates, mandatory, ministries, ministry, national, ndmp, nodal, notified, npdm, pertain, plan, plans, policy, prepare, preparedness, prevention, proposed, provisions, recovery, response, section, specific, them, various, while, whole","Section 11 of the DM Act 2005 mandates that there shall be a National Disaster Management Plan (NDMP) for the whole of India. The proposed NDMP complies with the National Policy on Disaster Management (NPDM) of 2009 and conforms to the provisions of the DM Act making it mandatory for the Government of India and various central ministries to have adequate DM plans. While the national plan will pertain to the disaster management for the whole of the country, the hazard- specific nodal ministries and departments notified by the Government of India will prepare detailed DM plans specific to the disaster assigned. As per Section 37 of the DM Act, every ministry and department of the Government of India, including the hazard-specific nodal ministries, shall prepare comprehensive DM plans detailing how each of them will contribute to the national efforts in the domains of disaster prevention, preparedness, response, and recovery."
SOP_000142,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,"As per the DM Act 2005, the National Plan shall include:","include, national, plan","As per the DM Act 2005, the National Plan shall include:"
SOP_000143,DISMGPLAN_SOP,32,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,General_Disaster,Not_Explicitly_Specified,Preparedness,a. Measures to be taken for prevention of disasters or the mitigation of their effects b. Measures to be taken for the integration of mitigation measures in the development plans c. Measures to be taken for preparedness and capacity building to effectively respond to any threatening disaster situations or disaster d. Roles and responsibilities of different Ministries or Departments of the Government of India in respect of measures of the three aspects mentioned above,"above, aspects, building, capacity, departments, development, different, disaster, disasters, effectively, effects, government, india, integration, measures, mentioned, ministries, mitigation, plans, preparedness, prevention, respect, respond, responsibilities, roles, situations, taken, threatening, three",a. Measures to be taken for prevention of disasters or the mitigation of their effects b. Measures to be taken for the integration of mitigation measures in the development plans c. Measures to be taken for preparedness and capacity building to effectively respond to any threatening disaster situations or disaster d. Roles and responsibilities of different Ministries or Departments of the Government of India in respect of measures of the three aspects mentioned above
SOP_000144,DISMGPLAN_SOP,33,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,Multi_Hazard,Not_Explicitly_Specified,General_Procedure,National Disaster Management Plan 3,"disaster, management, national, plan",National Disaster Management Plan 3
SOP_000145,DISMGPLAN_SOP,33,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,Multi_Hazard,Central Government,Preparedness,"The NDMP provides an over-arching planning framework for DM for the whole country, which must be reviewed and updated annually. Central Government shall make appropriate provisions for financing the Plan. Disaster management, covering prevention, preparedness, response, and recovery, necessarily involves multiple agencies and it is even more so in a large country like India. Hence, the inter-agency coordination and collaboration among stakeholders are of utmost importance for the successful implementation of the NDMP and in ensuring effective risk reduction, response and recovery.","agencies, agency, among, annually, appropriate, arching, central, collaboration, coordination, country, covering, disaster, effective, ensuring, even, financing, framework, government, hence, implementation, importance, india, inter, involves, large, like, make, management, more, multiple, must, ndmp, necessarily, over, plan, planning, preparedness, prevention, provides, provisions, recovery, reduction, response, reviewed, risk, stakeholders, successful, updated, utmost, whole","The NDMP provides an over-arching planning framework for DM for the whole country, which must be reviewed and updated annually. Central Government shall make appropriate provisions for financing the Plan. Disaster management, covering prevention, preparedness, response, and recovery, necessarily involves multiple agencies and it is even more so in a large country like India. Hence, the inter-agency coordination and collaboration among stakeholders are of utmost importance for the successful implementation of the NDMP and in ensuring effective risk reduction, response and recovery."
SOP_000146,DISMGPLAN_SOP,33,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,General_Disaster,Not_Explicitly_Specified,General_Procedure,"The NDMP is highly ambitious requiring a very long period spanning as much as 15 years for the complete implementation of some of the larger targets such as rolling out all the measures for DRR in all parts of the country. Depending on the nature of the suggested measure, they will be implemented within a span of five, ten, or fifteen years from the start of implementation, as short, medium, and long-term measures.","ambitious, complete, country, depending, fifteen, five, highly, implementation, implemented, larger, long, measure, measures, medium, much, nature, ndmp, parts, period, requiring, rolling, short, some, span, spanning, start, suggested, targets, term, very, within, years","The NDMP is highly ambitious requiring a very long period spanning as much as 15 years for the complete implementation of some of the larger targets such as rolling out all the measures for DRR in all parts of the country. Depending on the nature of the suggested measure, they will be implemented within a span of five, ten, or fifteen years from the start of implementation, as short, medium, and long-term measures."
SOP_000147,DISMGPLAN_SOP,33,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Preparedness,General_Disaster,Central Government; State Government,Preparedness,"The NDMP provides the framework for mobilization and coordination of the central ministries, departments and other agencies among themselves and the devolution of responsibilities between central and state government in all spheres of disaster prevention, preparedness, response and recovery within India. The deployment of armed forces2 and central agencies during disaster within India will be subject to norms adopted by the Central government and the relevant protocols agreed upon between Central and State Governments. Any State may seek the assistance and support of the Centre and other States at any time during a disaster. Responding to incident specific emergencies is the responsibility of designated agencies.","adopted, agencies, agreed, among, armed, assistance, between, central, centre, coordination, departments, deployment, designated, devolution, disaster, during, emergencies, framework, government, governments, incident, india, ministries, mobilization, ndmp, norms, other, preparedness, prevention, protocols, provides, recovery, relevant, responding, response, responsibilities, responsibility, seek, specific, spheres, state, states, subject, support, themselves, time, upon, within","The NDMP provides the framework for mobilization and coordination of the central ministries, departments and other agencies among themselves and the devolution of responsibilities between central and state government in all spheres of disaster prevention, preparedness, response and recovery within India. The deployment of armed forces2 and central agencies during disaster within India will be subject to norms adopted by the Central government and the relevant protocols agreed upon between Central and State Governments. Any State may seek the assistance and support of the Centre and other States at any time during a disaster. Responding to incident specific emergencies is the responsibility of designated agencies."
SOP_000148,DISMGPLAN_SOP,33,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,Response,Multi_Hazard,NDMA,General_Procedure,"The plan is based on detailed hazard-specific guidelines (Annexure-I) prepared by the NDMA. The GoI has notified certain central ministries and departments for hazard-specific nodal responsibilities for overall coordination of disaster management for the particular hazard. In addition, GoI has notified certain ministries disaster-wise for coordinating immediate post-disaster response. These notified ministries / departments have to prepare detailed DM plans to carry out the roles assigned to them. At the same time, each central ministry, department, state, and district has to formulate respective DM plans specifying how each entity can contribute to effectively manage disasters.","addition, annexure, assigned, based, carry, central, certain, contribute, coordinating, coordination, department, departments, detailed, disaster, disasters, district, each, effectively, entity, formulate, guidelines, hazard, immediate, manage, management, ministries, ministry, ndma, nodal, notified, overall, particular, plan, plans, post, prepare, prepared, respective, response, responsibilities, roles, same, specific, specifying, state, them, time, wise","The plan is based on detailed hazard-specific guidelines (Annexure-I) prepared by the NDMA. The GoI has notified certain central ministries and departments for hazard-specific nodal responsibilities for overall coordination of disaster management for the particular hazard. In addition, GoI has notified certain ministries disaster-wise for coordinating immediate post-disaster response. These notified ministries / departments have to prepare detailed DM plans to carry out the roles assigned to them. At the same time, each central ministry, department, state, and district has to formulate respective DM plans specifying how each entity can contribute to effectively manage disasters."
SOP_000149,DISMGPLAN_SOP,33,8.7.2 Flexi Funds as a part of Centrally Sponsored Schemes 142,General,General_Disaster,State Government,General_Procedure,"The measures included in the NDMP, which is a dynamic document, are indicative and not exhaustive. Based on global practices and national experiences, the plan will incorporate changes during the periodic reviews and updates. The suggested measures are short (within 5 years), medium (within 10 years), and long-term (within 15 years) in terms of complete implementation. While some of the suggested measures in all categories – short, medium, and long-term – are already under implementation or in need of upgrading, many need to be initiated. Since there is considerable variation in the current status of the proposed measures across ministries, departments, states, and UTs, in this document the measures have not been arranged into short, medium and long-term categories. Each central Ministry, Department, and the State Government will categorize the items in their DM Plans into these three time frames for implementation while preparing their plan or at the time of revising existing plans. The proposed responsibilities of the State agencies are indicative. The States may assign responsibilities to appropriate agencies.","across, agencies, already, appropriate, arranged, assign, based, categories, categorize, central, changes, complete, considerable, current, department, departments, document, during, dynamic, each, exhaustive, existing, experiences, frames, global, government, implementation, included, incorporate, indicative, initiated, items, long, many, measures, medium, ministries, ministry, national, ndmp, need, periodic, plan, plans, practices, preparing, proposed, responsibilities, reviews, revising, short, since, some, state, states, status, suggested, term, terms, three, time, under, updates, upgrading, variation, while, within, years","The measures included in the NDMP, which is a dynamic document, are indicative and not exhaustive. Based on global practices and national experiences, the plan will incorporate changes during the periodic reviews and updates. The suggested measures are short (within 5 years), medium (within 10 years), and long-term (within 15 years) in terms of complete implementation. While some of the suggested measures in all categories – short, medium, and long-term – are already under implementation or in need of upgrading, many need to be initiated. Since there is considerable variation in the current status of the proposed measures across ministries, departments, states, and UTs, in this document the measures have not been arranged into short, medium and long-term categories. Each central Ministry, Department, and the State Government will categorize the items in their DM Plans into these three time frames for implementation while preparing their plan or at the time of revising existing plans. The proposed responsibilities of the State agencies are indicative. The States may assign responsibilities to appropriate agencies."
